	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
symcomp62891	0	2	0	0	0	0
symcomp62892	0	2	0	1	3	0
symcomp629	0	0	0	0	0	0
symcomp62900	0	0	1	0	3	0
symcomp6291	0	0	2	0	0	0
symcomp62912	0	7	3	4	0	0
symcomp62917	3	5	5	8	6	0
symcomp62921	0	0	0	0	0	0
symcomp62954	0	1	0	0	0	0
symcomp62956	0	1	0	1	1	0
symcomp6296	0	0	0	0	0	0
symcomp62977	0	0	0	0	0	0
symcomp62986	0	3	9	4	4	0
symcomp6300	0	0	3	0	0	0
symcomp63000	1	5	1	2	0	0
symcomp63002	2	3	1	3	5	0
symcomp63005	0	3	3	0	0	0
symcomp63012	1	3	3	6	0	0
symcomp63023	1	0	1	2	0	0
symcomp63024	0	0	0	0	0	0
symcomp63044	0	2	0	0	1	0
symcomp63047	2	3	0	1	0	0
symcomp63048	3	1	3	0	0	0
symcomp63055	0	4	0	0	0	0
symcomp63067	0	6	2	1	1	0
symcomp6307	0	0	0	0	0	0
symcomp63078	1	2	1	0	1	0
symcomp63088	0	0	2	1	0	0
symcomp63089	1	1	2	0	0	0
symcomp63093	0	0	0	0	0	0
symcomp63094	0	2	1	3	2	0
symcomp63097	0	2	1	0	0	0
symcomp63098	0	0	0	0	0	0
symcomp631	0	0	0	0	0	0
symcomp63102	0	0	0	0	0	0
symcomp63105	1	0	0	2	1	0
symcomp63107	2	1	4	3	2	0
symcomp6311	0	0	1	0	1	0
symcomp63110	2	0	0	0	0	0
symcomp63112	1	3	2	2	1	0
symcomp63120	1	0	0	0	0	0
symcomp63126	4	0	1	1	0	0
symcomp63130	1	5	1	3	0	0
symcomp63131	0	0	0	0	0	0
symcomp63134	4	3	4	0	1	0
symcomp63135	0	9	4	6	4	0
symcomp63142	0	2	3	3	3	0
symcomp63143	0	0	0	0	0	0
symcomp63144	0	5	0	5	10	0
symcomp63145	2	0	4	6	1	0
symcomp63146	0	2	0	0	0	0
symcomp63150	0	1	0	0	0	0
symcomp63151	0	2	3	0	0	0
symcomp63153	1	2	0	0	2	0
symcomp63156	4	8	2	5	3	0
symcomp63160	0	2	0	1	0	0
symcomp63165	0	9	0	3	0	0
symcomp63167	1	2	1	2	0	0
symcomp63171	3	1	0	3	0	0
symcomp63176	0	2	0	2	2	0
symcomp63178	1	9	0	0	0	0
symcomp63185	0	3	7	1	1	0
symcomp63188	0	1	3	0	0	0
symcomp63189	1	1	1	0	1	0
symcomp63192	0	1	1	1	0	0
symcomp63194	0	1	0	1	0	0
symcomp63195	0	15	1	4	4	0
symcomp63197	0	3	1	0	0	0
symcomp63199	0	1	0	2	1	0
symcomp63200	0	0	0	0	1	0
symcomp63201	0	2	2	1	2	0
symcomp63211	0	1	0	0	0	0
symcomp63213	0	2	0	1	1	0
symcomp63214	0	2	0	0	0	0
symcomp63217	0	0	0	0	0	0
symcomp63218	0	3	1	1	3	0
symcomp63219	4	5	3	3	0	0
symcomp6322	0	0	0	0	0	0
symcomp63220	0	4	1	9	2	0
symcomp63221	0	0	0	0	0	0
symcomp63223	1	3	0	7	1	0
symcomp63224	2	2	0	0	1	0
symcomp63225	0	0	0	0	0	0
symcomp63227	0	4	0	1	2	0
symcomp63229	0	2	0	0	0	0
symcomp63230	0	0	0	1	1	0
symcomp63231	0	2	0	1	2	0
symcomp63233	0	2	0	2	2	0
symcomp63234	0	11	0	1	1	0
symcomp63235	0	0	0	0	0	0
symcomp63236	0	1	1	0	0	0
symcomp63238	0	9	0	0	0	0
symcomp63241	0	0	0	0	0	0
symcomp63244	6	1	2	9	1	1
symcomp63247	0	0	0	0	0	0
symcomp63249	0	0	0	0	0	0
symcomp6325	0	0	0	0	0	0
symcomp63252	0	1	5	3	1	0
symcomp63253	0	0	0	0	0	0
symcomp63255	6	5	2	0	1	0
symcomp63256	0	0	0	0	0	0
symcomp63257	1	6	0	2	1	0
symcomp63258	0	1	5	0	0	0
symcomp63263	0	0	1	0	0	0
symcomp63264	0	10	1	2	0	0
symcomp63266	0	0	0	0	0	0
symcomp63270	0	0	0	0	0	0
symcomp63272	0	0	0	0	0	0
symcomp63276	1	1	3	9	2	0
symcomp63279	0	4	3	0	0	0
symcomp63281	1	5	4	6	7	3
symcomp63283	1	1	2	0	0	0
symcomp63286	0	0	0	0	0	0
symcomp63287	0	0	0	0	0	0
symcomp63301	1	5	1	1	3	0
symcomp63306	2	20	1	1	0	0
symcomp63308	0	0	0	0	0	0
symcomp63316	0	1	1	3	0	0
symcomp63318	1	2	0	0	0	0
symcomp63320	0	4	0	3	1	0
symcomp63321	3	2	1	0	1	0
symcomp63327	3	0	1	3	4	0
symcomp63329	0	1	1	0	0	0
symcomp63331	0	0	0	0	1	0
symcomp63332	0	2	2	3	0	0
symcomp63334	0	8	0	0	0	0
symcomp63336	0	8	0	0	5	0
symcomp63338	0	4	0	0	0	0
symcomp63339	0	0	0	0	0	0
symcomp63341	1	0	9	1	0	0
symcomp63342	2	2	1	0	0	0
symcomp63351	0	0	0	0	0	0
symcomp63352	0	0	0	0	0	0
symcomp63353	0	6	0	6	1	0
symcomp63354	0	0	0	0	0	0
symcomp63359	0	0	0	0	0	0
symcomp63367	0	2	0	0	0	0
symcomp63368	0	2	0	0	0	0
symcomp63371	2	0	1	1	0	0
symcomp63384	1	5	2	5	0	0
symcomp63389	0	4	0	0	0	0
symcomp63392	0	5	0	1	0	0
symcomp63394	2	0	0	0	2	0
symcomp63401	0	0	0	0	0	0
symcomp63403	6	3	0	2	1	0
symcomp63406	0	0	0	2	0	0
symcomp63416	0	0	2	2	4	0
symcomp63423	1	0	0	0	0	0
symcomp63428	0	2	0	2	0	0
symcomp63430	2	7	4	0	2	0
symcomp63433	0	1	4	1	1	0
symcomp63436	23	54	17	14	6	0
symcomp63439	0	3	2	0	0	0
symcomp63442	0	0	0	0	0	0
symcomp63443	0	2	0	0	0	0
symcomp63447	0	1	8	7	2	0
symcomp63451	4	0	0	0	1	0
symcomp63452	0	7	1	2	1	0
symcomp63456	3	0	0	0	1	0
symcomp63460	0	0	2	0	0	0
symcomp63465	0	0	0	1	0	0
symcomp63472	0	0	0	5	0	0
symcomp63474	0	8	2	2	0	0
symcomp63477	0	0	0	0	0	0
symcomp63478	1	0	1	1	2	0
symcomp63480	0	1	0	3	1	0
symcomp63482	0	0	0	0	0	0
symcomp63483	0	4	3	4	2	0
symcomp63485	0	3	0	1	0	0
symcomp63487	0	0	0	0	1	0
symcomp63488	1	0	1	0	0	0
symcomp63491	1	5	0	1	6	0
symcomp63492	0	0	0	0	0	0
symcomp63493	1	1	2	0	0	0
symcomp63494	0	0	0	0	0	0
symcomp63495	0	2	0	0	2	0
symcomp63496	2	3	1	0	1	0
symcomp63498	1	1	0	2	1	0
symcomp635	0	0	0	2	0	0
symcomp63500	0	2	3	0	0	0
symcomp63501	0	2	0	1	0	0
symcomp63506	0	0	0	0	0	0
symcomp63509	0	0	0	0	0	0
symcomp63510	0	2	0	4	1	0
symcomp63511	0	7	2	3	0	0
symcomp63513	2	3	1	1	1	0
symcomp63515	0	1	1	2	0	0
symcomp63516	0	4	0	1	2	0
symcomp63517	0	0	0	0	0	0
symcomp63519	9	5	3	6	1	0
symcomp63521	0	7	0	0	0	0
symcomp63525	0	7	10	21	3	0
symcomp63526	2	1	0	0	0	0
symcomp63528	0	2	0	1	1	0
symcomp63529	0	0	1	1	0	0
symcomp63531	2	0	1	1	1	0
symcomp63535	0	8	0	2	3	0
symcomp6354	0	0	0	0	0	0
symcomp63543	4	4	0	2	1	0
symcomp63552	0	2	1	6	1	0
symcomp63553	0	9	4	5	5	0
symcomp63565	2	0	0	0	0	0
symcomp63579	0	0	1	0	0	0
symcomp63582	0	0	0	0	0	0
symcomp63596	3	2	0	0	3	0
symcomp63606	0	0	0	0	0	0
symcomp63609	0	0	0	0	0	0
symcomp63626	0	0	0	0	0	0
symcomp63632	6	8	1	0	1	0
symcomp63635	0	7	3	2	0	0
symcomp6364	0	2	6	3	0	0
symcomp63646	2	6	0	1	2	0
symcomp63652	0	4	0	6	0	0
symcomp63662	2	2	0	1	1	0
symcomp63670	3	3	1	0	0	1
symcomp63671	0	0	0	3	0	0
symcomp63672	0	0	0	1	0	0
symcomp63679	2	3	5	2	5	0
symcomp6368	0	0	1	0	0	0
symcomp63682	0	0	2	0	0	0
symcomp63695	1	1	0	1	2	0
symcomp6370	0	3	0	1	0	0
symcomp6371	0	19	0	2	2	0
symcomp63711	2	0	3	1	0	0
symcomp63718	0	0	1	0	0	0
symcomp63721	3	7	1	8	5	0
symcomp63722	2	3	0	0	0	0
symcomp63724	1	2	0	0	0	0
symcomp63728	0	1	0	2	0	0
symcomp63730	0	2	5	3	2	0
symcomp63733	6	3	0	1	3	2
symcomp63739	3	8	0	8	4	1
symcomp63741	1	0	0	5	0	1
symcomp63744	0	12	3	0	0	0
symcomp63747	1	0	0	1	1	0
symcomp63749	0	0	1	0	0	0
symcomp63754	1	15	4	5	2	0
symcomp63756	2	7	0	5	0	0
symcomp6376	0	0	0	0	0	0
symcomp63767	2	2	2	4	2	0
symcomp63772	0	0	0	0	0	0
symcomp63776	1	0	0	0	0	0
symcomp63777	0	3	1	0	0	0
symcomp63782	0	1	1	1	1	0
symcomp63783	0	0	3	1	0	0
symcomp63786	1	3	0	1	0	0
symcomp63790	0	4	1	2	1	0
symcomp63793	0	3	0	1	1	0
symcomp63794	2	1	0	1	0	0
symcomp638	0	3	0	0	0	0
symcomp63800	0	0	0	0	0	0
symcomp63801	0	1	0	0	3	0
symcomp63809	0	10	0	1	2	0
symcomp6381	2	4	1	1	2	0
symcomp63811	0	0	0	0	0	0
symcomp63812	3	0	2	8	2	0
symcomp63817	0	1	1	1	0	0
symcomp63819	2	1	1	0	0	0
symcomp63821	0	0	0	0	0	0
symcomp63826	0	0	0	1	0	0
symcomp63828	0	0	0	0	0	0
symcomp63830	0	0	0	0	0	0
symcomp63836	2	4	2	4	1	0
symcomp63838	0	0	2	0	0	0
symcomp63844	0	0	1	0	0	0
symcomp63845	1	22	5	3	3	0
symcomp63846	0	1	1	0	0	0
symcomp63850	1	0	0	3	2	0
symcomp63852	7	2	0	1	1	0
symcomp63853	0	0	0	0	0	0
symcomp63854	1	3	0	0	0	0
symcomp63855	0	0	0	2	1	0
symcomp63856	0	0	0	0	1	0
symcomp63860	0	0	0	0	0	0
symcomp63865	1	2	1	0	0	0
symcomp63871	1	6	5	4	7	0
symcomp63872	2	1	2	2	0	0
symcomp63874	0	0	0	2	0	0
symcomp63877	0	4	1	1	0	0
symcomp63881	1	3	1	0	6	0
symcomp63883	0	0	2	1	0	0
symcomp63885	0	0	4	0	0	0
symcomp63887	0	0	1	2	3	0
symcomp63892	0	0	0	0	0	0
symcomp63895	0	0	0	0	0	0
symcomp63897	3	0	0	1	2	0
symcomp63899	0	0	0	0	0	0
symcomp63901	0	5	1	1	1	0
symcomp63902	0	0	0	0	0	0
symcomp63914	5	5	4	1	3	0
symcomp63921	1	4	0	1	0	0
symcomp63924	3	15	2	4	2	1
symcomp63925	1	6	0	7	0	0
symcomp63926	4	6	4	2	1	0
symcomp63927	9	8	6	1	3	0
symcomp63928	0	0	0	0	0	0
symcomp63934	4	7	1	2	2	0
symcomp63944	0	0	0	2	0	0
symcomp63946	1	0	0	1	0	0
symcomp63949	0	3	1	2	10	0
symcomp63950	0	8	3	1	0	0
symcomp63951	0	0	1	3	1	0
symcomp63952	0	0	0	0	0	0
symcomp63961	4	5	1	3	1	0
symcomp63967	0	1	1	0	4	0
symcomp63969	0	0	1	0	0	0
symcomp63975	0	0	1	0	1	0
symcomp63978	0	3	0	1	1	0
symcomp63979	0	0	0	0	1	0
symcomp63981	9	3	3	9	4	0
symcomp63984	0	2	0	0	0	0
symcomp63986	0	3	1	0	1	0
symcomp63987	0	0	0	0	0	0
symcomp63992	1	3	3	4	0	0
symcomp63998	2	4	3	5	1	0
symcomp63999	0	7	0	2	2	0
symcomp64003	2	1	0	1	0	0
symcomp64004	0	0	0	0	0	0
symcomp64006	2	8	1	6	0	0
symcomp64010	0	7	2	6	2	0
symcomp64011	1	2	2	2	0	0
symcomp64012	0	2	0	1	0	0
symcomp64014	0	0	0	0	0	0
symcomp64015	0	0	0	0	0	0
symcomp64020	0	5	1	5	4	0
symcomp64027	1	0	0	2	1	0
symcomp64029	4	2	9	14	9	0
symcomp64035	0	0	1	0	1	1
symcomp64038	2	2	2	3	5	0
symcomp64040	0	1	0	0	0	1
symcomp64042	2	4	1	6	5	0
symcomp64043	0	2	2	1	0	0
symcomp64044	1	0	1	0	1	0
symcomp64045	0	2	1	0	0	0
symcomp64046	2	0	0	4	1	0
symcomp64047	0	0	0	1	0	0
symcomp64050	0	1	2	0	0	0
symcomp64052	0	0	0	0	0	0
symcomp64057	1	3	1	3	0	0
symcomp64059	5	10	3	1	0	0
symcomp64061	1	1	2	1	1	0
symcomp64066	0	3	1	4	0	5
symcomp64067	1	2	2	1	0	0
symcomp64068	1	2	0	3	1	0
symcomp64069	0	0	0	0	0	0
symcomp64071	0	0	1	0	0	0
symcomp64074	0	0	0	0	0	0
symcomp64075	0	3	1	1	1	0
symcomp64077	4	11	2	1	0	0
symcomp64080	0	0	0	0	0	0
symcomp64082	0	1	0	0	0	0
symcomp64088	0	4	0	0	1	0
symcomp64093	1	0	2	1	3	0
symcomp64095	0	11	3	0	1	0
symcomp64096	0	0	0	0	0	0
symcomp64097	2	1	0	1	1	0
symcomp64099	0	4	0	2	0	0
symcomp64102	1	4	0	0	3	0
symcomp64104	0	1	0	2	0	0
symcomp64107	0	0	0	0	0	0
symcomp64109	1	3	2	2	1	0
symcomp64110	1	1	2	4	3	0
symcomp64113	0	0	0	0	0	0
symcomp64115	0	3	1	1	0	0
symcomp64116	0	0	1	0	0	0
symcomp64121	0	0	0	0	0	0
symcomp64129	0	0	1	1	0	0
symcomp64130	1	1	0	3	1	0
symcomp64131	0	1	0	0	0	0
symcomp64134	2	1	3	0	0	0
symcomp64136	0	4	1	0	0	0
symcomp64139	0	4	1	2	1	0
symcomp64142	0	2	0	0	0	0
symcomp64144	0	2	0	0	0	0
symcomp64151	0	0	0	0	0	0
symcomp64156	1	10	5	9	4	2
symcomp64159	0	0	1	0	1	0
symcomp64165	3	0	0	1	2	0
symcomp64166	0	0	0	0	0	0
symcomp64167	10	0	0	0	0	0
symcomp64169	0	6	5	4	2	0
symcomp64170	2	3	0	2	0	0
symcomp64171	1	0	0	1	0	0
symcomp64172	2	5	0	8	1	0
symcomp64173	0	3	0	0	0	0
symcomp64179	0	3	0	0	0	0
symcomp64180	0	0	0	4	1	0
symcomp64182	0	0	0	0	0	0
symcomp64186	3	13	1	7	2	0
symcomp64187	0	1	1	5	1	0
symcomp6419	0	4	0	0	1	0
symcomp64190	0	1	1	0	2	0
symcomp64193	0	0	0	0	0	0
symcomp64197	2	8	7	4	0	1
symcomp64198	0	0	0	1	0	0
symcomp64199	0	0	0	0	0	0
symcomp642	0	0	0	0	0	0
symcomp64200	2	2	2	2	2	0
symcomp64203	3	4	0	4	1	0
symcomp64205	0	4	2	1	1	0
symcomp64206	1	4	1	2	0	0
symcomp64213	2	8	0	0	1	0
symcomp64216	3	2	3	3	2	0
symcomp64223	1	0	2	3	0	0
symcomp64236	1	2	0	0	0	0
symcomp64237	0	0	1	2	0	0
symcomp64238	5	5	1	2	0	0
symcomp64241	2	8	0	1	1	0
symcomp64242	0	0	0	0	2	0
symcomp64250	0	0	0	3	0	0
symcomp64283	0	1	1	0	0	0
symcomp64293	0	0	0	0	0	0
symcomp64316	0	1	0	1	0	0
symcomp64326	2	4	0	4	3	0
symcomp64329	1	2	0	1	3	0
symcomp64333	3	1	0	2	2	0
symcomp64334	0	2	0	10	1	0
symcomp6434	0	0	0	0	0	0
symcomp64351	1	3	5	13	6	0
symcomp64355	0	0	0	0	0	0
symcomp64356	0	3	1	1	0	0
symcomp64372	2	4	1	0	0	0
symcomp64375	1	0	1	0	0	0
symcomp64376	0	0	0	4	1	0
symcomp64382	0	0	0	0	1	0
symcomp64383	0	7	0	6	1	0
symcomp64384	0	3	2	5	0	1
symcomp64415	1	0	0	0	0	0
symcomp64416	0	3	0	1	1	0
symcomp6442	1	1	0	0	0	0
symcomp64420	0	3	1	0	0	0
symcomp64423	0	2	1	1	0	0
symcomp64424	0	1	2	4	0	0
symcomp64425	0	11	0	1	0	0
symcomp64426	3	1	2	0	0	1
symcomp64430	0	4	3	3	0	0
symcomp64433	0	0	0	0	0	0
symcomp64442	0	0	1	1	0	0
symcomp64443	0	0	0	0	0	0
symcomp64448	2	1	0	1	0	0
symcomp64449	0	3	1	1	1	1
symcomp64454	1	6	1	5	0	0
symcomp64455	0	1	1	4	1	0
symcomp64459	5	2	9	7	2	0
symcomp64461	0	0	0	0	3	0
symcomp64467	0	5	4	8	2	0
symcomp64471	0	0	0	0	0	0
symcomp64476	0	0	0	0	0	0
symcomp64482	1	2	5	1	1	0
symcomp64483	0	9	0	1	1	0
symcomp64486	0	0	0	0	0	0
symcomp64488	4	1	0	6	1	0
symcomp64492	1	0	0	0	0	0
symcomp64493	3	15	2	4	1	0
symcomp64496	6	11	2	14	3	0
symcomp64497	0	2	0	3	0	0
symcomp64499	0	0	1	1	4	0
symcomp6450	4	3	4	7	10	1
symcomp64500	0	2	1	5	0	0
symcomp64505	0	0	1	0	0	0
symcomp64507	0	1	2	4	1	1
symcomp64509	0	1	1	2	0	0
symcomp6451	2	8	3	3	2	0
symcomp64510	0	1	0	1	0	0
symcomp64512	0	7	6	1	0	0
symcomp64515	0	0	0	0	0	0
symcomp64521	0	5	0	2	0	0
symcomp64524	0	4	0	3	0	0
symcomp64528	0	0	1	0	0	0
symcomp6453	1	0	5	5	4	5
symcomp64536	0	4	0	0	0	0
symcomp64544	0	0	0	0	0	0
symcomp64545	0	0	0	0	0	0
symcomp64548	0	4	0	0	3	0
symcomp6455	0	2	2	1	1	0
symcomp64550	0	4	0	0	1	0
symcomp64553	0	0	0	0	1	0
symcomp64554	0	0	2	0	3	0
symcomp64555	0	3	0	0	1	0
symcomp64556	1	8	5	6	4	0
symcomp64560	6	2	2	1	1	0
symcomp64561	0	6	3	2	3	0
symcomp64563	1	5	3	2	1	0
symcomp64565	0	1	2	4	1	0
symcomp64573	3	0	0	1	1	0
symcomp64580	0	6	6	0	0	0
symcomp64581	0	2	1	0	1	0
symcomp64583	2	2	0	1	0	0
symcomp64585	1	5	1	0	7	0
symcomp64587	3	5	3	5	1	0
symcomp64588	3	4	2	11	2	0
symcomp64590	0	4	1	2	0	0
symcomp64591	1	1	3	2	0	0
symcomp64600	0	1	0	0	0	0
symcomp64610	0	3	2	0	0	0
symcomp64613	4	4	0	0	2	0
symcomp64616	169	20	69	11	6	2
symcomp64618	2	4	1	0	0	0
symcomp64620	0	1	0	0	0	0
symcomp64621	0	2	0	0	0	0
symcomp64623	6	0	2	2	5	1
symcomp64632	0	1	1	5	0	0
symcomp64634	0	7	0	4	0	0
symcomp64638	0	1	0	0	1	0
symcomp64646	0	1	3	5	6	0
symcomp64647	0	0	0	0	0	0
symcomp64648	2	1	0	0	2	0
symcomp64649	2	1	1	2	1	0
symcomp6465	0	7	0	1	1	0
symcomp6466	0	0	0	0	0	0
symcomp64665	0	3	0	0	1	0
symcomp64669	2	0	2	0	3	0
symcomp64670	0	0	1	0	0	0
symcomp64672	0	1	0	0	0	0
symcomp64678	2	3	0	0	3	0
symcomp64682	0	0	0	0	0	0
symcomp64684	2	0	0	2	5	0
symcomp64688	3	3	2	10	2	0
symcomp64689	0	1	0	4	3	0
symcomp6469	0	0	4	0	0	0
symcomp64691	0	0	0	0	0	0
symcomp64694	0	0	0	1	0	0
symcomp64700	0	5	0	0	1	0
symcomp64703	0	0	0	0	0	0
symcomp64708	1	0	0	1	3	0
symcomp6471	0	6	2	2	1	0
symcomp64710	2	1	0	4	1	0
symcomp64711	5	0	0	5	0	0
symcomp64712	0	0	0	2	0	0
symcomp64714	1	1	0	6	0	0
symcomp64726	0	0	0	0	0	0
symcomp64727	2	3	6	9	1	0
symcomp64729	0	5	3	7	6	0
symcomp6473	2	4	1	2	1	0
symcomp64731	0	0	0	0	0	0
symcomp64733	0	0	0	0	0	0
symcomp64756	0	0	0	1	0	0
symcomp64758	0	3	0	0	0	0
symcomp6476	2	4	3	2	1	0
symcomp64760	0	4	0	0	0	0
symcomp64764	3	1	2	0	0	0
symcomp64765	1	6	3	1	0	0
symcomp64766	2	2	1	10	1	0
symcomp64767	0	0	0	0	0	0
symcomp64769	0	0	0	0	0	0
symcomp6477	2	0	0	0	0	0
symcomp64772	0	0	0	0	0	0
symcomp64774	1	11	0	0	0	0
symcomp64777	0	0	0	0	0	0
symcomp64780	0	0	0	0	0	0
symcomp64781	1	1	0	1	5	0
symcomp64785	0	0	0	0	0	0
symcomp6479	2	18	8	11	2	0
symcomp64791	0	0	0	0	0	0
symcomp64792	0	5	0	1	4	3
symcomp64793	1	1	3	0	0	0
symcomp64795	0	0	0	1	0	0
symcomp64797	0	1	2	1	0	0
symcomp64799	0	3	4	2	2	0
symcomp64800	0	0	0	0	0	0
symcomp64806	1	1	1	1	1	0
symcomp64807	2	7	0	2	0	0
symcomp64808	0	1	1	2	0	0
symcomp6481	0	0	0	0	0	0
symcomp64815	1	3	3	4	4	0
symcomp64816	0	1	0	0	0	0
symcomp64823	0	2	0	0	0	0
symcomp64824	1	1	0	3	1	0
symcomp64825	0	0	0	1	2	0
symcomp64826	0	3	1	1	2	0
symcomp64827	0	3	0	1	0	0
symcomp64829	5	6	3	2	1	0
symcomp64831	0	8	0	2	0	0
symcomp64834	0	0	0	0	0	0
symcomp64838	0	0	0	3	0	0
symcomp6484	0	0	0	0	0	0
symcomp64842	0	0	0	0	0	0
symcomp64843	0	0	0	0	1	0
symcomp64847	2	2	1	0	0	0
symcomp64849	7	6	0	0	4	0
symcomp64861	0	0	0	0	0	0
symcomp64862	9	2	5	6	4	0
symcomp64864	0	4	3	1	0	0
symcomp64874	1	3	2	2	2	0
symcomp64877	1	3	3	0	1	0
symcomp64879	0	1	0	2	0	0
symcomp6488	0	0	0	0	0	0
symcomp64882	0	0	0	0	0	0
symcomp64891	0	0	1	0	0	0
symcomp64892	3	0	1	4	1	0
symcomp64894	3	0	0	1	1	0
symcomp6490	0	1	2	7	1	0
symcomp64902	1	5	0	1	2	0
symcomp64908	0	2	3	0	1	0
symcomp64911	4	4	2	6	4	0
symcomp64915	0	0	0	0	0	0
symcomp64916	0	0	0	0	0	0
symcomp64919	0	0	1	0	0	0
symcomp6492	3	4	0	7	1	0
symcomp64921	0	0	0	0	0	0
symcomp64923	0	1	3	0	1	0
symcomp64924	2	1	0	2	1	0
symcomp64925	0	1	0	0	0	0
symcomp64927	0	0	1	0	0	0
symcomp64929	0	0	0	0	3	0
symcomp6493	0	0	0	0	0	0
symcomp64930	1	2	0	0	2	0
symcomp64932	1	7	3	5	0	0
symcomp64933	4	6	0	0	3	0
symcomp64934	1	1	0	5	0	0
symcomp64935	0	0	1	0	1	0
symcomp64937	0	2	0	2	1	0
symcomp64939	0	0	0	0	0	0
symcomp6494	0	7	1	4	0	0
symcomp64943	2	16	1	2	0	0
symcomp64946	1	0	0	0	2	0
symcomp64954	0	0	0	0	0	0
symcomp64958	7	31	13	8	12	0
symcomp64962	0	0	1	0	0	0
symcomp64964	1	7	5	3	0	0
symcomp64969	1	1	0	0	0	0
symcomp6497	0	6	0	5	1	0
symcomp64971	0	2	0	1	1	0
symcomp64973	1	8	0	2	0	0
symcomp64974	0	0	0	0	0	0
symcomp64983	1	4	1	1	2	0
symcomp64984	0	0	0	0	0	0
symcomp64985	1	10	1	3	1	0
symcomp64986	0	0	1	2	2	0
symcomp64988	0	4	2	3	1	0
symcomp6499	1	5	2	6	11	0
symcomp64991	5	1	2	7	3	0
symcomp64994	0	0	0	0	0	0
symcomp64996	0	0	0	0	0	0
symcomp64997	0	0	0	0	0	0
symcomp64998	0	0	0	0	0	0
symcomp64999	0	0	0	1	0	0
symcomp6500	3	5	1	10	2	0
symcomp65000	1	8	0	4	0	0
symcomp65003	0	0	0	0	0	0
symcomp65005	0	1	2	0	0	0
symcomp65012	0	4	2	3	1	0
symcomp65013	0	0	0	0	0	0
symcomp65015	0	0	0	0	0	0
symcomp65024	2	1	0	1	2	0
symcomp65033	0	0	0	0	0	0
symcomp6504	2	4	0	1	0	0
symcomp65044	0	0	0	2	0	0
symcomp65056	0	6	3	0	1	0
symcomp6506	1	1	9	3	5	0
symcomp6507	2	2	3	6	2	0
symcomp65079	0	3	0	6	0	1
symcomp6508	0	4	0	6	5	0
symcomp65084	0	0	0	1	1	0
symcomp6509	1	11	3	6	7	0
symcomp65098	0	1	0	2	1	0
symcomp65099	0	0	2	0	0	0
symcomp651	0	1	1	4	1	0
symcomp65109	0	0	0	0	0	0
symcomp6511	0	0	0	0	0	0
symcomp65113	1	1	2	1	0	0
symcomp65116	0	0	0	1	0	0
symcomp65119	0	2	2	0	0	0
symcomp6512	1	5	0	4	0	0
symcomp6513	1	6	0	0	0	0
symcomp65130	0	1	0	2	3	0
symcomp65131	0	0	0	0	0	0
symcomp65146	0	0	0	0	0	0
symcomp65148	0	2	0	1	0	0
symcomp65157	0	0	2	0	0	0
symcomp65161	0	0	0	0	0	0
symcomp65163	1	0	0	0	2	0
symcomp65167	0	0	0	0	0	0
symcomp6517	0	0	0	0	0	0
symcomp6518	0	0	0	0	0	0
symcomp65182	1	1	0	2	3	0
symcomp65195	2	0	0	0	0	0
symcomp6520	0	2	0	0	0	0
symcomp65201	0	17	1	7	5	0
symcomp65205	0	1	0	0	0	0
symcomp6521	7	7	1	12	10	0
symcomp65211	0	0	0	3	0	0
symcomp65215	0	0	0	0	0	0
symcomp65220	1	0	0	3	0	0
symcomp65225	1	5	2	1	0	0
symcomp6524	1	1	0	3	2	0
symcomp6525	2	7	1	1	1	0
symcomp65253	0	0	0	0	0	0
symcomp65261	0	1	0	0	0	0
symcomp65262	0	1	1	0	1	0
symcomp65264	1	0	0	0	3	0
symcomp6527	3	10	11	8	2	1
symcomp65273	0	0	0	0	0	0
symcomp6528	0	3	0	1	1	0
symcomp65289	4	0	4	3	3	0
symcomp6529	0	0	0	0	0	0
symcomp65290	0	8	1	0	3	0
symcomp65291	0	0	0	0	0	0
symcomp6530	0	1	1	5	1	0
symcomp65300	1	2	2	1	0	0
symcomp65302	2	8	1	0	2	0
symcomp65303	4	11	3	7	4	0
symcomp65304	1	11	0	4	0	0
symcomp65308	0	0	0	0	0	0
symcomp65312	0	0	6	2	0	0
symcomp65326	0	4	1	3	0	0
symcomp65328	4	4	2	4	1	0
symcomp6533	0	4	6	3	0	0
symcomp65332	0	0	0	0	0	0
symcomp65333	0	0	0	0	0	0
symcomp65335	0	3	0	1	2	0
symcomp65337	0	1	0	0	4	0
symcomp6534	1	5	3	5	0	0
symcomp65343	2	8	0	2	0	0
symcomp65346	0	0	0	5	3	0
symcomp65349	0	0	1	1	0	0
symcomp65350	1	1	0	0	0	0
symcomp65351	1	0	1	4	0	0
symcomp65354	0	2	1	2	2	0
symcomp65355	0	0	0	0	0	0
symcomp65357	1	0	1	2	0	0
symcomp6536	0	0	0	0	1	0
symcomp65361	0	1	3	1	0	0
symcomp65364	2	0	0	0	0	0
symcomp65366	0	0	1	0	0	0
symcomp65373	3	5	1	1	2	0
symcomp6538	1	10	0	6	5	0
symcomp65380	3	4	1	0	0	0
symcomp65382	0	4	0	7	0	0
symcomp65385	0	0	0	0	0	0
symcomp65386	0	0	1	0	0	0
symcomp65387	0	0	0	0	0	0
symcomp6539	0	1	0	0	0	0
symcomp65394	0	0	0	0	0	0
