	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
symcomp21742	0	2	0	0	1	0
symcomp21745	4	7	8	1	2	0
symcomp21750	0	6	2	1	0	0
symcomp21751	16	12	7	10	5	2
symcomp21753	0	2	0	0	0	0
symcomp21754	0	0	0	1	0	0
symcomp21756	3	8	7	12	3	2
symcomp21757	0	0	1	0	0	0
symcomp21759	1	5	0	0	1	0
symcomp21763	0	1	0	0	0	0
symcomp21767	1	9	1	1	0	0
symcomp21771	4	51	6	9	12	0
symcomp21772	5	11	2	3	3	0
symcomp21774	0	0	0	0	0	0
symcomp21776	2	2	3	6	2	0
symcomp21779	0	3	5	0	0	0
symcomp21781	4	4	4	3	2	0
symcomp21784	0	0	0	1	1	0
symcomp21785	7	6	3	4	5	0
symcomp21786	0	0	0	0	0	0
symcomp21788	0	0	0	0	0	0
symcomp21789	3	3	0	1	0	0
symcomp21790	0	2	0	3	0	0
symcomp21796	0	9	1	2	0	0
symcomp21797	2	4	0	3	0	0
symcomp21800	0	0	0	0	0	0
symcomp21805	0	1	2	0	1	0
symcomp21806	0	2	0	0	0	0
symcomp21807	0	0	0	0	0	0
symcomp21808	2	6	2	3	3	0
symcomp21810	0	0	0	0	1	0
symcomp21813	0	0	3	0	3	0
symcomp21815	0	0	0	0	0	0
symcomp21824	0	0	0	0	0	0
symcomp21826	0	13	2	2	2	0
symcomp21827	0	0	2	0	0	0
symcomp21830	0	2	3	5	3	0
symcomp21833	0	3	0	0	0	0
symcomp21834	0	5	0	0	1	0
symcomp21835	1	3	2	0	0	0
symcomp21836	1	1	0	0	0	0
symcomp21838	1	9	0	5	0	0
symcomp21839	5	2	6	7	2	0
symcomp21840	5	3	4	11	1	2
symcomp21841	0	0	0	0	0	0
symcomp21842	0	0	0	0	0	0
symcomp21847	0	0	0	1	0	0
symcomp21851	0	0	0	0	0	0
symcomp21854	6	3	2	4	3	0
symcomp21855	0	0	0	0	0	0
symcomp21856	0	0	0	0	0	0
symcomp21859	6	9	5	8	4	0
symcomp21861	0	0	0	0	0	0
symcomp21867	3	1	0	0	0	0
symcomp21873	3	0	0	0	0	0
symcomp21874	0	0	0	0	0	0
symcomp21875	0	0	0	0	0	0
symcomp21882	3	2	3	7	6	0
symcomp21887	5	2	3	0	1	0
symcomp21888	0	3	0	2	0	0
symcomp21889	0	14	1	3	2	0
symcomp21896	2	3	7	4	1	0
symcomp21897	0	2	0	2	0	0
symcomp21898	4	11	2	2	1	0
symcomp21904	1	12	0	5	1	0
symcomp21909	1	1	1	3	0	0
symcomp21910	14	13	1	5	1	0
symcomp21917	0	0	0	0	0	0
symcomp21918	1	1	6	3	0	0
symcomp21921	8	10	2	2	6	0
symcomp21923	0	4	0	2	0	0
symcomp21924	2	10	0	1	2	0
symcomp21925	0	0	0	1	0	0
symcomp21928	4	12	3	7	6	0
symcomp21932	3	5	3	4	6	0
symcomp21934	0	0	0	1	0	0
symcomp21935	1	0	0	1	0	0
symcomp21936	6	23	8	21	20	2
symcomp21938	0	0	3	0	0	0
symcomp21940	1	8	0	4	1	0
symcomp21941	0	0	0	0	0	0
symcomp21944	2	17	4	3	2	0
symcomp21945	2	0	0	0	0	0
symcomp21947	0	2	3	1	0	0
symcomp21951	1	0	0	0	0	0
symcomp21952	0	1	0	4	1	0
symcomp21955	0	0	0	0	0	0
symcomp21957	0	1	0	0	0	0
symcomp21959	0	6	5	3	1	0
symcomp21962	0	0	0	0	1	0
symcomp21963	0	0	0	0	0	0
symcomp21964	1	2	2	0	0	0
symcomp21968	0	3	1	0	0	0
symcomp21971	2	2	0	0	2	0
symcomp21972	0	0	0	0	0	0
symcomp21973	2	0	0	3	1	1
symcomp21975	7	3	9	1	0	0
symcomp21976	1	1	0	0	0	0
symcomp21979	0	0	0	0	0	0
symcomp21981	0	1	0	0	0	0
symcomp21982	2	0	0	0	0	0
symcomp21984	0	0	0	0	0	0
symcomp21985	2	9	1	5	5	0
symcomp21987	0	1	0	0	0	0
symcomp21988	10	14	5	12	6	0
symcomp21989	0	1	0	0	0	0
symcomp21990	1	5	0	1	2	0
symcomp21992	0	0	0	0	0	0
symcomp21994	0	0	0	0	0	0
symcomp22000	0	14	2	5	10	0
symcomp22001	1	2	0	1	0	0
symcomp22002	6	15	6	7	4	2
symcomp22009	0	2	1	5	1	0
symcomp22010	0	0	0	0	1	0
symcomp22012	2	20	3	2	3	0
symcomp22016	0	3	0	1	0	0
symcomp22017	7	17	3	8	12	0
symcomp22018	0	0	0	1	0	0
symcomp22020	9	3	2	5	8	0
symcomp22021	2	5	3	3	3	0
symcomp22022	4	7	7	15	5	0
symcomp22024	2	6	1	8	7	0
symcomp22027	3	0	1	0	0	0
symcomp22031	2	2	9	3	8	0
symcomp22033	2	3	3	6	3	1
symcomp22034	0	1	2	1	2	1
symcomp22035	0	0	0	0	0	0
symcomp22041	0	2	0	2	0	0
symcomp22044	2	24	8	4	2	0
symcomp22045	0	0	0	0	0	0
symcomp22050	2	19	2	2	1	0
symcomp22052	2	2	1	1	0	0
symcomp22053	1	3	0	0	0	0
symcomp22054	20	23	7	15	5	0
symcomp22059	4	8	6	12	3	0
symcomp22060	1	0	0	0	0	0
symcomp22062	0	7	2	8	1	0
symcomp22067	1	6	1	1	0	0
symcomp22072	1	11	0	6	0	0
symcomp22073	0	0	0	0	0	0
symcomp22074	0	0	0	0	0	0
symcomp22078	0	4	1	2	0	0
symcomp22079	2	1	1	0	4	0
symcomp2208	0	0	0	0	0	0
symcomp22082	0	0	0	0	0	0
symcomp22086	0	8	1	2	3	0
symcomp22089	0	0	0	0	0	0
symcomp22093	4	11	0	13	2	0
symcomp22096	1	2	5	6	1	0
symcomp22097	0	7	0	0	1	0
symcomp22098	3	5	1	3	1	0
symcomp22105	1	6	2	11	9	0
symcomp22106	0	1	0	0	0	0
symcomp22109	0	1	0	0	0	0
symcomp22113	5	10	7	2	1	0
symcomp22115	1	0	0	0	0	0
symcomp22116	0	4	0	2	3	0
symcomp22117	0	0	0	2	0	3
symcomp22118	0	1	4	3	0	0
symcomp22119	2	16	4	11	2	0
symcomp22122	0	0	0	0	0	0
symcomp22123	0	0	1	0	0	0
symcomp22124	2	10	2	4	0	1
symcomp22125	0	11	1	1	4	0
symcomp22126	0	0	0	0	0	0
symcomp22127	7	7	8	3	3	0
symcomp22128	0	5	2	4	2	0
symcomp22130	3	14	4	8	10	1
symcomp22131	4	10	4	7	3	0
symcomp22132	2	0	2	4	2	0
symcomp22134	0	2	2	0	1	0
symcomp22136	2	0	2	0	1	0
symcomp22138	1	15	6	3	2	0
symcomp22139	0	1	0	0	0	0
symcomp22140	0	1	0	0	0	0
symcomp22141	0	0	0	0	0	0
symcomp22144	1	7	1	2	0	0
symcomp22145	1	3	0	0	0	0
symcomp22147	6	2	1	1	1	0
symcomp22148	9	26	7	13	12	3
symcomp22153	0	0	0	1	0	0
symcomp22154	0	7	2	0	1	0
symcomp22158	0	0	0	0	0	0
symcomp22160	3	5	0	2	1	0
symcomp22161	0	0	0	0	0	0
symcomp22167	0	0	0	0	0	0
symcomp22168	0	9	1	2	2	0
symcomp22169	0	1	3	0	1	0
symcomp22170	4	19	1	11	5	0
symcomp22177	0	0	0	0	0	0
symcomp22181	3	6	1	0	1	0
symcomp22182	0	0	0	0	0	0
symcomp22183	4	2	0	0	0	0
symcomp22184	0	0	0	0	0	0
symcomp22188	0	0	0	0	0	0
symcomp22189	0	0	0	0	0	0
symcomp22193	6	29	3	2	0	0
symcomp22196	0	1	3	0	1	0
symcomp22198	0	0	0	0	0	0
symcomp22200	1	7	1	2	1	0
symcomp22203	0	1	0	0	0	0
symcomp22211	1	7	5	7	2	8
symcomp22212	4	11	2	11	10	0
symcomp22214	1	4	5	0	0	0
symcomp22216	1	1	0	0	0	0
symcomp22220	5	15	5	18	3	0
symcomp22221	0	0	0	0	0	0
symcomp22230	13	23	6	14	16	1
symcomp22231	0	0	0	1	0	0
symcomp22235	2	27	4	18	4	0
symcomp22237	5	15	4	6	4	0
symcomp22240	7	24	1	7	3	0
symcomp22243	0	6	0	7	0	0
symcomp22245	0	1	0	0	0	0
symcomp22247	1	8	0	3	3	0
symcomp22249	0	0	0	0	0	0
symcomp22252	0	6	0	0	1	0
symcomp22253	1	19	0	4	6	0
symcomp22256	1	16	3	6	2	0
symcomp22258	0	0	0	0	0	0
symcomp22262	0	8	1	4	6	0
symcomp22264	10	18	11	11	7	6
symcomp22265	2	12	3	8	5	0
symcomp22268	0	6	0	0	0	1
symcomp22269	0	0	0	0	0	0
symcomp22271	0	0	0	2	0	0
symcomp22272	0	0	0	0	0	0
symcomp22274	0	0	0	0	0	0
symcomp22275	0	0	0	0	0	0
symcomp22276	0	0	0	0	0	0
symcomp22280	38	42	16	34	19	0
symcomp22281	5	19	2	29	8	0
symcomp22283	0	0	0	0	0	0
symcomp22284	0	0	0	0	0	0
symcomp22287	0	2	0	1	1	0
symcomp22289	0	0	0	0	0	0
symcomp22290	4	11	6	5	3	0
symcomp22291	2	2	0	3	5	0
symcomp22292	7	7	3	5	0	0
symcomp22293	0	6	0	2	1	0
symcomp22297	1	5	6	5	1	0
symcomp22298	0	0	0	0	0	0
symcomp22299	0	3	1	0	1	0
symcomp22300	4	2	1	5	7	0
symcomp22301	1	7	2	2	0	0
symcomp22305	2	0	2	0	1	0
symcomp22309	0	4	0	0	0	0
symcomp22310	4	11	4	7	4	0
symcomp22311	4	0	1	0	1	0
symcomp22312	1	0	1	2	0	0
symcomp22313	0	2	2	5	0	0
symcomp22314	7	9	7	2	3	0
symcomp22315	6	20	2	12	2	2
symcomp22316	4	6	0	10	1	0
symcomp22323	0	4	0	4	3	0
symcomp22324	0	0	0	1	1	0
symcomp22330	5	14	3	2	2	0
symcomp22331	4	1	2	0	0	0
symcomp22333	4	8	5	3	3	0
symcomp22338	0	1	1	4	2	0
symcomp22339	0	6	1	1	0	0
symcomp22340	0	1	0	2	1	0
symcomp22341	0	0	0	0	0	0
symcomp22345	0	0	0	0	0	0
symcomp22346	0	0	0	0	0	0
symcomp22347	1	1	0	3	1	0
symcomp22352	0	0	0	6	0	0
symcomp22356	3	0	1	0	0	0
symcomp22357	1	1	5	6	4	0
symcomp22358	0	2	1	3	3	0
symcomp22365	2	15	1	4	0	0
symcomp22366	0	0	0	0	0	0
symcomp22368	1	8	4	5	5	0
symcomp22371	13	10	6	6	1	0
symcomp22375	2	4	3	5	3	0
symcomp22378	4	1	0	1	2	0
symcomp22380	0	0	0	0	0	0
symcomp22381	0	0	0	0	0	0
symcomp22383	0	0	0	0	0	0
symcomp22384	0	0	0	1	0	0
symcomp22386	3	5	3	2	0	0
symcomp22387	9	8	10	3	6	0
symcomp22395	0	0	0	0	0	0
symcomp22397	0	2	0	0	0	0
symcomp22398	0	2	0	0	0	3
symcomp22401	23	61	24	9	10	0
symcomp22402	1	4	1	0	0	0
symcomp22409	5	23	5	6	1	0
symcomp22413	1	9	5	4	10	1
symcomp22414	0	0	0	0	0	0
symcomp22415	1	3	0	1	0	0
symcomp22417	1	1	0	0	0	0
symcomp22420	0	1	0	1	0	0
symcomp22424	5	8	1	4	0	0
symcomp22426	0	0	1	2	2	0
symcomp22427	0	11	0	0	0	0
symcomp22429	0	0	0	0	0	0
symcomp22435	1	3	3	3	1	0
symcomp22439	0	0	0	6	0	0
symcomp22440	0	0	0	0	0	0
symcomp22442	1	8	1	2	4	0
symcomp22444	0	0	0	1	0	0
symcomp22446	2	4	0	3	2	0
symcomp22450	1	7	1	10	5	1
symcomp22451	1	0	0	0	0	0
symcomp22456	0	0	0	0	1	0
symcomp22459	0	0	1	2	0	0
symcomp22461	1	4	2	9	4	1
symcomp22462	2	3	3	1	3	0
symcomp22464	1	1	0	0	0	0
symcomp22469	0	0	0	0	0	0
symcomp22473	0	0	0	0	0	0
symcomp22476	1	1	0	1	4	2
symcomp22477	0	0	0	0	0	0
symcomp22478	0	0	0	4	0	0
symcomp22480	0	0	0	0	0	0
symcomp22481	0	0	0	0	0	0
symcomp22482	0	0	0	0	0	0
symcomp22484	0	1	0	0	0	0
symcomp22485	0	0	0	0	0	0
symcomp22486	0	0	0	4	0	0
symcomp22493	0	3	2	5	2	0
symcomp22500	0	6	4	4	3	0
symcomp22502	1	4	0	6	0	0
symcomp22505	0	0	0	0	0	0
symcomp22511	1	3	1	3	0	0
symcomp22515	1	9	6	2	4	0
symcomp22520	0	14	0	1	0	0
symcomp22521	2	14	4	2	4	0
symcomp22524	0	6	1	4	0	0
symcomp22525	1	8	0	2	0	0
symcomp22526	0	0	0	0	0	0
symcomp22531	0	0	0	0	0	0
symcomp22535	0	0	0	0	0	0
symcomp22541	0	0	2	0	8	0
symcomp22544	1	5	3	5	3	0
symcomp22545	0	0	0	0	0	0
symcomp22549	9	11	3	10	13	0
symcomp22550	5	0	0	0	3	0
symcomp22551	0	7	2	2	0	0
symcomp22553	1	5	3	3	1	0
symcomp22559	3	6	4	5	5	0
symcomp22564	4	4	1	1	1	0
symcomp22568	2	4	1	4	2	0
symcomp22569	2	16	1	3	10	0
symcomp22570	1	13	0	1	3	0
symcomp22573	5	0	0	7	0	0
symcomp22576	0	0	0	0	0	0
symcomp22578	0	0	0	0	0	0
symcomp22583	1	2	1	3	2	0
symcomp22589	0	0	0	0	0	0
symcomp22593	0	7	4	9	2	0
symcomp22596	0	1	0	0	0	0
symcomp226	1	2	0	1	0	0
symcomp22604	2	4	0	0	0	0
symcomp22607	0	0	0	1	0	0
symcomp22608	0	0	0	0	0	0
symcomp22609	0	3	3	2	2	0
symcomp22611	0	1	0	0	0	0
symcomp22612	0	0	0	0	0	0
symcomp22613	0	1	1	6	2	0
symcomp22619	5	17	3	6	9	0
symcomp22622	3	17	2	4	7	1
symcomp22626	0	3	0	0	0	0
symcomp22627	1	1	1	3	0	0
symcomp22629	0	0	0	0	0	0
symcomp22630	0	1	0	0	0	0
symcomp22632	0	0	0	0	0	0
symcomp22633	0	0	0	0	0	0
symcomp22635	0	5	0	2	0	0
symcomp22642	0	0	0	0	0	0
symcomp22643	0	7	1	1	0	0
symcomp22644	20	66	21	73	29	2
symcomp22652	0	3	1	0	1	0
symcomp22653	4	12	1	6	4	0
symcomp22654	0	0	0	0	0	0
symcomp22656	0	1	0	1	1	0
symcomp22660	0	1	0	0	0	0
symcomp22662	0	10	2	5	7	0
symcomp22663	1	4	0	2	1	0
symcomp22666	3	8	2	16	14	0
symcomp22669	8	7	5	6	7	0
symcomp22670	0	0	4	2	3	0
symcomp22672	3	1	6	2	2	0
symcomp22674	0	1	0	0	0	0
symcomp22676	0	0	0	0	0	1
symcomp22677	0	0	1	0	2	0
symcomp22682	0	0	0	0	0	0
symcomp22683	0	0	0	0	0	0
symcomp22684	4	5	3	7	2	0
symcomp22685	0	0	0	0	0	0
symcomp22687	4	8	0	3	0	0
symcomp22688	17	14	3	6	6	0
symcomp22689	1	0	0	1	0	0
symcomp22690	0	1	2	0	1	0
symcomp22691	0	3	0	1	0	0
symcomp22692	3	1	0	7	2	0
symcomp22694	0	0	0	0	0	0
symcomp22699	0	0	0	0	0	0
symcomp22701	2	3	0	12	7	0
symcomp22702	1	12	4	1	0	1
symcomp22703	0	1	0	0	0	0
symcomp22704	1	0	0	0	0	0
symcomp22705	5	7	4	0	2	1
symcomp22706	0	0	0	0	0	0
symcomp22707	0	0	0	0	0	0
symcomp22710	0	0	1	0	0	0
symcomp22714	0	1	0	0	0	0
symcomp22715	0	4	1	2	1	0
symcomp22717	0	0	0	0	0	0
symcomp2272	1	0	0	5	1	0
symcomp22721	2	1	0	1	0	0
symcomp22723	0	0	0	0	0	0
symcomp22725	0	1	0	0	1	0
symcomp22735	0	0	0	0	0	0
symcomp22736	0	0	0	0	0	0
symcomp22737	2	1	0	2	0	0
symcomp22742	0	3	0	0	4	0
symcomp22743	1	2	3	3	1	0
symcomp22745	0	0	0	0	0	0
symcomp22746	0	0	0	0	0	0
symcomp22747	14	44	19	25	12	0
symcomp22750	0	0	0	0	0	0
symcomp22752	0	5	4	0	0	0
symcomp22754	1	1	0	0	0	0
symcomp22755	0	1	0	0	0	0
symcomp22756	0	1	0	1	1	0
symcomp22757	0	0	1	0	0	0
symcomp22759	0	1	0	0	1	0
symcomp22761	11	33	8	4	4	5
symcomp22762	0	0	0	0	0	0
symcomp22763	0	7	6	3	1	0
symcomp22764	0	2	2	2	2	0
symcomp22766	2	10	3	19	13	3
symcomp22769	0	0	0	0	0	0
symcomp22772	0	2	0	2	1	0
symcomp22775	9	13	6	12	11	0
symcomp22776	0	3	3	2	0	0
symcomp22777	0	0	0	0	0	0
symcomp22778	2	0	0	0	0	0
symcomp2278	0	0	0	0	0	0
symcomp22780	1	1	0	1	0	0
symcomp22783	2	3	2	0	1	0
symcomp22785	1	0	0	1	1	0
symcomp22789	0	0	1	0	2	0
symcomp22792	0	1	2	1	0	0
symcomp22793	5	4	2	1	0	0
symcomp22794	3	11	3	4	3	0
symcomp22795	4	29	8	16	12	0
symcomp22797	3	0	0	0	5	0
symcomp22799	7	7	0	5	2	0
symcomp2280	1	1	0	0	1	0
symcomp22804	1	34	3	18	15	0
symcomp22806	2	7	5	2	3	0
symcomp22807	3	3	4	4	6	0
symcomp22808	0	5	4	2	1	0
symcomp22809	0	2	0	0	0	0
symcomp22810	6	6	0	0	0	0
symcomp22812	0	0	0	0	0	0
symcomp22813	4	1	2	3	2	0
symcomp22820	2	9	1	3	2	0
symcomp22822	5	9	3	5	2	0
symcomp22825	0	0	0	0	0	0
symcomp22827	0	0	0	0	0	0
symcomp22830	0	0	0	0	0	0
symcomp22833	0	0	0	1	0	0
symcomp22834	3	7	2	7	4	3
symcomp22839	2	2	0	0	0	0
symcomp22840	10	22	4	28	22	0
symcomp22841	0	0	0	0	0	0
symcomp22842	0	0	0	0	0	0
symcomp22846	0	4	0	9	0	0
symcomp22850	1	16	3	3	1	0
symcomp22855	0	2	0	8	0	0
symcomp22858	5	9	2	7	0	0
symcomp22859	0	1	0	3	3	0
symcomp2286	0	4	1	1	0	0
symcomp22863	0	0	0	0	0	0
symcomp22864	2	1	2	3	2	0
symcomp22865	4	23	4	4	6	6
symcomp22871	1	3	0	3	6	0
symcomp22874	1	3	0	2	2	0
symcomp22878	0	1	0	3	0	1
symcomp22880	0	0	0	0	0	0
symcomp22881	0	1	0	0	0	0
symcomp22883	0	3	2	2	0	0
symcomp22885	1	3	1	0	1	0
symcomp22887	0	2	1	5	0	0
symcomp22888	3	1	6	10	4	0
symcomp22889	4	5	4	4	1	3
symcomp22890	0	8	0	0	1	0
symcomp22891	0	1	0	0	0	0
symcomp22894	0	0	0	3	0	0
symcomp22897	32	58	13	19	14	1
symcomp22898	7	9	3	5	2	0
symcomp22900	5	11	7	17	3	0
symcomp22903	0	2	0	1	0	0
symcomp22904	0	8	1	2	2	0
symcomp22905	0	0	0	0	0	0
symcomp22913	0	1	0	0	0	0
symcomp22916	0	3	0	1	0	0
symcomp22917	5	10	2	3	2	0
symcomp22918	4	7	1	19	4	0
symcomp22919	0	0	0	0	0	0
symcomp22920	0	0	0	0	0	0
symcomp22926	0	0	0	0	0	0
symcomp22927	0	8	1	1	2	0
symcomp22928	0	5	1	0	0	0
symcomp22930	0	0	0	0	0	0
symcomp22935	5	11	6	5	2	0
symcomp22938	0	1	1	0	0	0
symcomp22942	0	4	1	1	3	0
symcomp22943	0	0	0	0	0	0
symcomp22946	2	9	4	10	20	0
symcomp22949	4	13	7	6	6	0
symcomp22951	0	0	0	0	0	0
symcomp22952	1	3	1	2	1	2
symcomp22954	5	10	0	2	3	0
symcomp22957	0	0	0	0	1	0
symcomp22966	2	1	0	1	3	0
symcomp22967	0	0	0	0	2	0
symcomp22968	0	6	0	1	0	0
symcomp22970	0	0	0	0	0	0
symcomp22971	0	0	0	0	0	0
symcomp22972	0	1	0	0	0	0
symcomp22974	0	0	0	0	0	0
symcomp22978	0	1	0	2	1	0
symcomp22980	0	0	0	0	0	0
symcomp22982	5	6	3	2	1	0
symcomp22988	0	0	0	0	0	0
symcomp22992	4	6	5	2	2	0
symcomp22997	11	7	4	17	3	1
symcomp2300	2	0	1	3	3	0
symcomp23002	4	10	5	2	2	0
symcomp23011	0	0	0	0	0	0
symcomp23014	0	0	0	0	0	0
symcomp23015	6	17	4	10	0	0
symcomp23019	0	1	3	11	2	0
symcomp2302	0	0	0	0	0	0
symcomp23022	0	0	0	0	0	0
symcomp23023	2	8	0	6	2	0
symcomp23024	4	3	3	5	2	0
symcomp23025	8	6	6	8	4	0
symcomp23028	0	7	3	1	4	0
symcomp23030	0	0	0	0	0	0
symcomp23032	1	0	0	0	0	0
symcomp23039	0	5	2	1	0	0
symcomp23041	0	0	0	1	0	0
symcomp23042	9	43	3	2	7	4
symcomp23043	2	10	0	20	2	0
symcomp23044	0	2	3	4	1	0
symcomp23046	1	1	1	1	1	0
symcomp23048	0	0	0	0	0	0
symcomp23049	0	0	0	0	0	0
symcomp2305	2	2	5	0	3	0
symcomp23051	0	0	0	0	0	0
symcomp23053	1	1	2	0	0	0
symcomp23055	1	5	0	3	8	0
symcomp23059	0	0	2	0	0	0
symcomp23060	1	1	0	2	1	0
symcomp23065	3	2	4	2	4	0
symcomp23069	0	0	0	0	0	0
symcomp23070	0	0	0	0	0	0
symcomp23072	0	1	0	0	0	0
symcomp23074	2	1	0	3	1	0
symcomp23078	0	3	1	0	1	0
symcomp23079	1	8	0	8	2	0
symcomp23080	2	4	2	1	3	0
symcomp23081	4	0	2	7	8	0
symcomp23084	0	0	2	0	0	0
symcomp23086	0	1	1	5	0	0
symcomp23088	11	8	3	17	8	0
symcomp23089	3	15	5	4	0	0
symcomp23094	1	10	6	11	14	0
symcomp23095	5	6	0	2	2	0
symcomp23096	0	0	0	0	0	0
symcomp23101	8	14	4	6	5	0
symcomp23103	0	0	0	0	0	0
symcomp23105	0	1	0	0	0	0
symcomp23111	5	19	0	6	3	0
symcomp23113	1	3	0	0	0	0
symcomp23115	0	2	0	4	0	0
symcomp23123	4	2	2	4	0	0
symcomp23128	15	1	5	9	10	1
symcomp23130	3	2	0	0	0	0
symcomp23132	2	11	8	7	4	1
symcomp23135	0	0	0	0	0	0
symcomp23136	0	0	0	0	0	0
symcomp23138	0	4	6	1	6	0
symcomp23139	4	13	4	2	7	0
symcomp23140	3	12	1	8	4	0
symcomp23141	0	0	0	0	0	0
symcomp23147	0	6	2	3	1	0
symcomp23148	0	0	0	0	0	0
symcomp23149	0	0	0	0	0	0
symcomp23155	0	0	0	0	0	0
symcomp23157	0	0	0	0	0	0
symcomp23160	3	7	8	1	1	0
symcomp23161	0	0	0	0	0	0
symcomp23163	2	6	4	2	4	0
symcomp23164	7	7	5	1	5	0
symcomp23167	0	0	0	0	0	0
symcomp23170	6	13	8	9	9	0
symcomp23172	0	0	0	0	0	0
symcomp23175	3	2	2	0	4	0
symcomp23176	0	3	0	0	0	0
symcomp23188	0	6	0	0	0	0
symcomp23189	9	10	4	15	3	0
symcomp2319	0	3	1	0	0	0
symcomp23190	0	0	0	0	0	0
symcomp23194	0	0	0	1	0	0
symcomp232	1	8	0	3	1	0
symcomp23201	0	4	0	0	0	0
symcomp23203	0	0	0	0	0	0
symcomp23204	0	0	0	0	0	0
symcomp23209	3	15	10	6	6	0
symcomp23211	0	0	0	0	0	0
symcomp23212	5	11	2	12	20	2
symcomp23213	3	0	0	9	2	2
symcomp23216	3	4	2	10	4	0
symcomp23217	0	0	0	0	0	0
symcomp23221	4	16	3	4	3	0
symcomp23225	0	0	0	0	0	0
symcomp23229	0	0	0	0	0	0
symcomp23231	10	30	12	14	6	8
symcomp23237	0	0	0	0	0	0
symcomp23238	0	0	0	0	0	0
symcomp23243	9	2	0	5	3	0
symcomp23245	0	0	0	0	1	0
symcomp23248	1	3	2	5	0	0
symcomp23249	0	0	0	0	0	0
symcomp23250	0	0	0	0	0	0
symcomp23252	1	1	2	0	1	0
symcomp23254	0	0	0	0	0	0
symcomp23255	0	0	0	0	1	0
symcomp23257	1	6	1	4	7	2
symcomp23259	0	1	0	0	0	0
symcomp23260	0	0	0	0	0	0
symcomp23261	0	0	0	0	0	0
symcomp23263	0	0	0	0	0	0
symcomp23265	1	16	2	2	2	0
symcomp23271	0	0	1	10	2	0
symcomp23277	0	0	0	0	0	0
symcomp23280	0	3	0	0	0	0
symcomp23281	2	3	2	4	2	0
symcomp23284	0	2	0	2	0	0
symcomp23287	1	4	1	2	1	0
symcomp23288	0	8	0	4	3	0
symcomp23292	0	0	0	0	0	0
symcomp23293	2	9	2	10	0	0
symcomp23295	0	8	3	11	3	0
symcomp23298	7	11	3	3	2	0
symcomp23299	0	2	0	0	0	0
symcomp23300	0	0	0	0	0	0
symcomp23303	0	0	0	0	0	0
symcomp23306	7	3	2	22	2	3
symcomp23308	1	6	3	2	2	0
symcomp23309	0	0	0	0	0	0
symcomp23310	0	0	0	0	0	0
symcomp23312	0	0	0	0	0	0
symcomp23313	12	19	5	8	9	0
symcomp23315	0	1	0	0	0	0
symcomp23316	0	3	2	3	3	0
symcomp23319	0	0	0	1	0	0
symcomp23320	1	7	3	1	0	0
symcomp23323	2	8	8	18	8	0
symcomp23325	0	0	0	1	0	0
symcomp23330	12	12	4	2	8	0
symcomp23331	5	13	10	14	12	0
symcomp23333	6	3	0	18	16	0
symcomp23334	1	8	10	4	6	0
symcomp23341	0	0	0	0	0	0
symcomp23342	0	2	0	0	0	0
symcomp23347	3	3	0	3	0	0
symcomp23351	0	0	0	0	0	0
symcomp23352	0	6	3	0	2	0
symcomp23357	13	23	12	24	3	0
symcomp23358	0	1	0	0	0	0
symcomp23360	0	0	0	0	0	0
symcomp23362	10	36	10	23	13	0
symcomp23367	0	2	1	3	0	0
symcomp23371	1	0	0	0	0	0
symcomp23372	0	0	1	4	2	0
symcomp23373	0	0	0	1	0	0
symcomp23374	0	2	0	1	0	0
symcomp23376	3	3	0	1	0	0
symcomp23377	0	3	3	3	1	0
symcomp23380	0	0	0	0	0	0
symcomp23383	0	0	0	0	0	0
symcomp23390	0	0	0	0	0	0
symcomp23391	1	2	0	0	0	0
symcomp23392	0	2	0	0	0	0
symcomp23394	0	0	0	0	0	0
symcomp23396	0	10	3	3	2	0
symcomp23399	1	7	3	9	2	1
symcomp23402	0	0	2	2	0	0
symcomp23403	0	2	1	2	1	0
symcomp23407	4	9	6	8	2	1
symcomp23411	2	17	3	1	0	0
symcomp23413	3	5	9	9	0	0
symcomp23415	0	5	0	2	0	0
symcomp23416	3	20	11	17	5	2
symcomp23419	0	9	1	2	0	0
symcomp23421	1	4	1	3	0	0
symcomp23424	0	0	0	1	0	0
symcomp23427	0	0	0	0	1	0
symcomp23430	0	0	0	0	0	0
symcomp23433	0	1	0	0	0	0
symcomp23434	0	9	4	4	1	0
symcomp23435	0	0	0	0	0	0
symcomp23442	0	0	0	0	1	0
symcomp23444	2	7	9	7	5	1
symcomp23445	0	0	0	0	0	0
symcomp23448	0	1	0	3	1	0
symcomp23449	0	4	0	9	1	0
symcomp23456	0	4	2	0	4	0
symcomp23459	3	11	4	6	6	0
symcomp23460	0	0	0	0	0	0
symcomp23463	0	1	0	6	1	0
symcomp23466	1	7	4	7	3	0
symcomp23470	2	4	3	1	0	0
symcomp23474	0	11	0	0	0	0
symcomp23480	1	12	7	9	3	0
symcomp23483	1	5	1	0	0	0
symcomp23484	0	0	0	0	1	0
symcomp23487	0	6	0	1	0	0
symcomp23489	0	0	0	0	0	0
symcomp2349	0	0	0	1	2	0
symcomp23494	5	4	0	4	1	0
symcomp23495	0	9	1	0	2	0
symcomp23498	0	0	0	0	0	0
symcomp23501	0	6	1	4	0	0
symcomp23504	8	18	7	14	12	1
symcomp23507	0	0	0	0	0	0
