	NN1	NN2	NN3	UU1	UU2	UU3
SPU_012478	0	0	0	0	0	0
SPU_012477	65	69	66	110	131	98
SPU_012476	544	662	608	533	568	622
SPU_012475	564	547	482	613	536	482
SPU_000217	64	100	89	67	75	58
SPU_012467	133	126	135	114	85	51
SPU_012474	62	51	44	66	49	69
SPU_012473	2	3	7	0	2	9
SPU_012472	19	17	11	14	22	23
SPU_012471	869	959	819	1063	843	876
SPU_021678	2	2	7	1	2	5
SPU_012468	415	489	509	410	349	313
SPU_012470	615	625	621	515	449	380
SPU_012469	282	249	349	298	182	130
SPU_012870	349	356	360	445	371	278
SPU_012871	431	452	465	362	250	79
SPU_012872	629	661	720	549	438	229
SPU_012873	1	5	4	0	3	0
SPU_012874	6	13	12	11	2	1
SPU_027793	11	10	10	22	8	10
SPU_019558	88	128	83	107	88	107
SPU_020866	6	3	6	5	1	7
SPU_020867	1	3	1	1	0	1
SPU_020868	0	0	0	0	0	0
SPU_005556	2	0	0	0	1	0
SPU_006539	0	1	1	2	0	1
SPU_006540	2	2	1	4	1	1
SPU_004726	2	1	9	5	0	0
SPU_014859	3	3	2	3	3	2
SPU_019827	0	0	0	0	0	0
SPU_014864	0	0	0	0	0	0
SPU_014860	0	0	0	0	0	0
SPU_001004	0	0	0	0	0	0
SPU_014861	1	0	0	2	4	4
SPU_019262	0	0	0	0	0	0
SPU_018985	0	0	0	0	0	0
SPU_019826	0	0	0	0	0	0
SPU_001005	0	1	0	0	0	0
SPU_017701	126	141	168	180	141	99
SPU_017702	1	0	1	2	1	1
SPU_013480	12	10	11	17	19	15
SPU_013478	391	326	432	412	347	311
SPU_020313	10	11	9	14	6	5
SPU_020314	0	0	0	0	0	0
SPU_007118	0	1	3	3	0	3
SPU_005248	0	0	0	0	0	0
SPU_002718	0	0	0	0	0	0
SPU_016895	247	261	240	308	229	159
SPU_016896	12	19	17	17	7	8
SPU_022465	18	24	27	9	5	4
SPU_000611	125	109	150	46	49	31
SPU_000610	26	31	33	24	17	9
SPU_014951	2	1	1	0	0	3
SPU_018578	0	0	0	0	0	0
SPU_018528	71	73	72	69	34	29
SPU_018529	381	428	504	275	227	109
SPU_018530	399	345	382	366	302	200
SPU_007622	61	80	69	82	60	34
SPU_007621	3	3	1	1	1	1
SPU_026137	2571	2813	2906	2449	2224	1763
SPU_026138	0	0	0	0	0	0
SPU_022347	20	36	17	12	4	2
SPU_028902	80	56	100	27	21	12
SPU_011472	11	3	6	1	1	0
SPU_026865	29	45	26	35	30	33
SPU_020414	70	93	99	86	74	39
SPU_026503	1692	1863	1805	1855	1591	1406
SPU_026508	1	1	1	3	2	1
SPU_026507	6	4	6	10	9	4
SPU_026506	2	0	1	3	0	3
SPU_020643	1	0	0	0	1	0
SPU_022146	26	21	15	22	20	17
SPU_013650	34	33	28	23	11	21
SPU_013649	0	3	0	4	2	0
SPU_018715	308	284	306	325	305	218
SPU_018714	2	1	0	3	0	2
SPU_018713	6	7	4	10	6	10
SPU_020203	0	0	0	0	0	0
SPU_004028	0	0	0	0	0	0
SPU_026601	0	0	0	0	0	0
SPU_004027	671	621	634	521	466	354
SPU_012319	149	173	216	153	130	82
SPU_028852	20	28	37	16	15	15
SPU_028851	33	25	33	18	13	9
SPU_028853	1	0	2	0	2	0
SPU_028854	21	13	8	10	11	5
SPU_012323	94	88	81	98	121	97
SPU_013125	25	18	9	21	19	4
SPU_026381	2378	1688	2816	3015	2038	1494
SPU_003860	111	110	131	108	77	65
SPU_002908	752	609	687	456	386	253
SPU_002909	1076	981	988	1115	1123	955
SPU_012118	71	67	93	82	53	43
SPU_006613	9	18	7	22	11	4
SPU_025802	1	1	5	0	0	0
SPU_002854	0	0	0	0	0	0
ENSRNA022742803	0	0	0	0	0	0
ENSRNA022742809	0	0	0	0	0	0
ENSRNA022742814	0	0	0	0	0	0
ENSRNA022742817	0	0	0	0	0	0
ENSRNA022742812	0	0	0	0	0	0
SPU_018133	202	215	237	215	224	144
SPU_018134	84	78	99	72	45	28
SPU_005120	0	0	2	0	0	0
SPU_005119	0	0	0	1	0	0
SPU_005118	0	10	9	9	2	0
SPU_014180	2	0	0	1	5	0
SPU_014179	797	878	878	920	752	537
SPU_020123	40	37	56	44	28	14
SPU_020124	1481	1656	1572	1851	1539	1428
SPU_020125	224	234	220	183	161	73
SPU_016419	44	45	42	48	46	14
SPU_003007	65	44	62	58	37	28
SPU_003008	82	78	108	83	69	53
SPU_023656	633	524	644	537	474	429
SPU_008713	37	60	53	45	19	24
SPU_005171	10	5	2	0	2	2
SPU_005170	963	924	1001	694	494	421
SPU_002634	639	669	798	450	280	187
SPU_021309	0	0	0	0	0	0
SPU_002633	8	10	9	1	1	2
SPU_002630	6	8	8	5	1	1
SPU_002632	10	13	10	3	3	4
SPU_002631	1157	1209	1227	1204	980	1003
SPU_000388	0	0	0	0	0	0
ENSRNA022742528	0	0	0	0	0	0
SPU_027568	0	0	0	0	0	0
SPU_012252	0	0	0	0	0	0
SPU_000386	0	0	0	0	0	0
SPU_000387	0	0	0	0	0	0
SPU_017351	2	2	6	2	0	0
SPU_017352	4	5	3	0	0	2
SPU_017349	0	2	1	16	13	23
SPU_005225	1	6	4	54	22	12
SPU_005224	0	2	1	1	0	0
SPU_014508	0	0	0	0	0	0
SPU_017600	1318	1407	1392	1629	1456	1471
SPU_017302	0	0	0	0	0	0
SPU_017355	414	408	439	561	480	440
SPU_017354	4	4	8	18	27	15
SPU_025664	0	0	0	1	6	5
SPU_009572	0	0	0	3	1	0
SPU_009573	5	12	5	5	4	9
SPU_009574	2	5	4	4	19	6
SPU_026677	30	13	32	26	20	13
SPU_026678	0	1	6	4	0	0
SPU_012590	555	591	796	548	373	227
SPU_012591	75	95	106	102	47	40
SPU_006733	7	2	2	0	0	0
SPU_024547	1	1	1	1	0	0
SPU_002085	0	0	0	0	0	0
SPU_005683	1776	1701	1780	1680	1525	893
ENSRNA022745035	0	0	0	0	0	0
SPU_000460	0	3	5	3	2	3
SPU_022769	1	4	0	2	1	0
SPU_017711	14	30	12	23	20	19
SPU_012285	1	2	1	4	1	6
SPU_012149	74	82	91	58	67	50
SPU_012150	47	68	67	44	23	26
SPU_018309	253	208	252	253	260	168
SPU_004902	113	126	148	126	125	53
SPU_025290	10	10	22	7	13	6
SPU_004448	0	0	0	0	0	0
SPU_022472	5	4	8	5	1	3
SPU_018691	5	3	7	8	3	3
SPU_026893	34	41	43	37	15	13
SPU_019043	0	2	0	1	0	0
SPU_030042	0	0	0	0	0	0
SPU_030043	0	0	0	0	0	0
SPU_030039	24	19	34	35	18	13
SPU_023039	0	0	6	1	0	0
SPU_004707	0	0	0	0	0	0
SPU_002953	17	7	8	3	11	1
SPU_017813	11	10	16	9	9	4
SPU_000492	0	0	0	0	0	0
SPU_016325	0	0	0	0	0	0
SPU_030142	245	312	298	153	121	75
SPU_022408	0	0	1	3	1	1
SPU_018509	68	50	63	65	56	27
SPU_001477	109	90	80	75	79	60
SPU_001478	436	476	456	555	516	428
SPU_013681	35	66	56	40	42	21
SPU_002198	11	3	10	10	14	0
SPU_002197	21	21	19	20	21	14
SPU_017424	190	192	212	218	228	191
SPU_019013	0	0	0	0	0	0
ENSRNA022745526	0	0	0	0	0	0
SPU_003105	60	76	55	64	63	40
SPU_003111	202	207	189	180	147	140
SPU_003106	33	36	33	22	15	28
SPU_003110	1009	1019	1021	914	812	574
SPU_017881	0	0	0	0	0	1
SPU_003107	13549	13635	12647	14367	13582	12655
SPU_003109	675	652	604	648	707	565
SPU_003108	2624	2000	3128	1615	976	358
SPU_020559	5	4	1	10	9	3
SPU_022415	0	0	0	0	0	0
ENSRNA022745530	0	0	1	0	0	0
ENSRNA022745529	0	0	0	0	0	0
ENSRNA022745532	0	0	0	0	0	0
ENSRNA022745541	0	0	0	0	0	0
ENSRNA022745535	0	0	0	0	0	0
ENSRNA022745534	0	0	0	0	0	0
ENSRNA022745543	0	0	0	0	0	0
ENSRNA022745538	0	0	0	0	0	0
SPU_000345	89	81	121	100	50	43
SPU_028413	592	570	569	522	444	278
SPU_028414	1344	1419	1408	1443	1416	1146
SPU_001158	11	3	6	7	3	7
SPU_000416	0	0	0	0	0	0
SPU_010929	0	0	0	0	0	0
SPU_008083	66	49	57	74	27	28
SPU_015135	48	33	17	38	42	30
SPU_005930	4	10	6	22	7	8
SPU_005929	515	432	502	543	715	379
SPU_008049	149	152	158	127	116	92
SPU_013905	71	54	61	91	91	82
SPU_022976	279	238	264	201	185	119
SPU_007359	24	37	26	28	18	16
SPU_013379	177	197	217	179	158	86
SPU_013380	40	42	41	51	24	20
SPU_013382	18	14	14	23	14	7
SPU_013381	180	157	165	192	142	115
SPU_025427	2249	2251	2607	2353	2011	1271
SPU_025426	1103	1186	1089	1510	1351	1406
SPU_025425	2	0	2	0	1	0
ENSRNA022745589	0	0	0	0	0	0
SPU_025424	50	54	68	78	74	61
SPU_025428	152	134	134	109	113	64
SPU_028817	160	149	209	164	112	74
SPU_006012	4	2	1	0	0	0
SPU_006013	0	0	0	0	0	0
ENSRNA022745588	0	0	0	0	0	0
SPU_006874	0	0	1	0	0	0
SPU_013464	0	0	0	0	0	0
SPU_010788	94	104	95	101	75	52
SPU_016936	364	416	380	437	402	327
SPU_016937	127	120	90	121	128	132
SPU_016938	7	2	0	3	3	1
SPU_016943	0	0	0	0	0	0
SPU_009578	0	1	0	0	0	0
SPU_009577	0	0	0	0	0	0
SPU_019536	97	81	94	97	93	49
SPU_019535	36	46	56	65	56	36
SPU_005246	80	66	66	86	66	51
SPU_002130	148	154	150	169	168	152
SPU_002129	125	103	152	141	88	90
SPU_002131	50	68	89	64	53	35
SPU_022700	0	0	0	1	0	1
SPU_021521	8	4	7	11	5	3
SPU_026134	60	61	86	41	51	25
SPU_019533	142	90	100	88	82	61
SPU_019534	27	29	18	13	22	17
SPU_017592	0	0	0	0	0	0
ENSRNA022742603	0	0	0	0	0	0
SPU_005557	1	0	0	0	0	1
SPU_028108	2	1	5	11	7	8
SPU_006928	2	0	0	0	0	0
SPU_016709	8	5	7	11	4	2
SPU_006655	0	0	0	0	0	0
SPU_021335	52	60	75	81	70	31
SPU_007073	1	0	0	0	1	0
SPU_002158	0	0	0	0	0	0
SPU_006726	83	79	92	71	67	38
SPU_010377	121	105	121	121	96	63
SPU_010378	67	90	66	77	34	36
SPU_013120	1	1	1	1	0	5
ENSRNA022744826	0	0	0	0	0	0
ENSRNA022744822	0	0	0	0	0	0
ENSRNA022744824	0	0	0	0	0	0
SPU_013119	12	9	11	26	14	24
SPU_021062	71	57	65	47	32	17
SPU_021063	283	316	295	158	122	86
SPU_024736	42	57	66	13	16	11
SPU_008484	12	19	15	9	14	13
SPU_017970	0	0	0	0	0	0
SPU_015042	37	38	44	39	32	29
SPU_005703	157	159	148	118	114	104
SPU_022591	11	26	23	19	18	14
SPU_022590	18	12	18	19	17	14
SPU_022592	0	0	0	2	0	0
SPU_022593	52	73	58	74	61	64
SPU_017986	0	0	0	0	0	0
SPU_014614	13	34	16	14	26	5
SPU_019428	2	3	5	8	4	0
SPU_004624	0	0	0	0	0	0
SPU_013498	4	7	6	3	5	2
SPU_013497	8	6	7	4	7	6
SPU_010547	0	2	5	2	3	2
SPU_013646	12	16	13	7	4	1
SPU_026743	0	0	1	0	0	0
SPU_023664	3	3	4	4	0	1
SPU_007259	0	0	0	0	0	0
SPU_021561	0	0	0	0	1	0
SPU_023703	0	0	0	0	0	0
SPU_003442	61	56	52	76	47	51
SPU_000360	72	74	66	97	75	62
SPU_000361	122	115	127	148	105	82
SPU_001903	0	0	0	0	0	0
SPU_012975	0	0	0	0	0	0
SPU_012974	23	6	22	17	9	10
SPU_017052	173	150	188	150	123	69
SPU_001972	23	13	17	36	16	3
SPU_010669	0	0	0	0	0	0
SPU_015561	0	0	0	0	0	0
SPU_018878	258	241	269	285	229	182
SPU_018880	27	44	32	13	30	17
SPU_018879	47	45	57	65	55	27
SPU_005017	319	322	406	280	267	175
SPU_003914	115	116	124	123	107	78
SPU_021526	280	282	329	245	193	133
SPU_017219	18	17	9	16	13	9
SPU_017218	51	57	54	57	32	37
SPU_013880	280	250	281	189	144	118
SPU_011786	891	911	873	1099	1113	830
SPU_011787	163	196	211	169	139	60
SPU_017310	411	361	435	400	334	260
SPU_005354	0	0	1	2	0	0
SPU_020742	3	0	0	0	0	0
SPU_003211	15	15	20	6	4	2
SPU_003212	9	8	16	11	5	2
SPU_008636	0	1	1	1	7	0
SPU_003268	15	14	21	16	6	5
SPU_000921	3	3	7	5	4	5
SPU_000920	115	124	112	108	88	73
SPU_000687	45	52	68	41	33	25
SPU_007849	12	15	17	10	5	8
SPU_007848	16	17	17	24	12	24
SPU_002140	58	81	62	53	39	32
SPU_012592	5	2	2	1	0	0
SPU_002719	2	5	1	2	1	3
SPU_017480	88	45	49	63	63	31
SPU_010169	3	5	3	4	2	0
SPU_028450	51	47	41	45	41	21
SPU_020031	174	135	169	187	141	75
ENSRNA022743895	0	0	1	0	0	1
SPU_020032	14	22	15	9	5	16
SPU_020033	92	129	123	85	90	64
SPU_014640	10	26	19	10	6	9
SPU_012016	11	10	16	6	8	16
SPU_030050	0	0	0	0	0	0
SPU_000759	187	179	197	206	178	132
SPU_000760	57	65	57	63	42	48
SPU_022235	115	71	103	86	59	34
SPU_003725	270	232	236	191	169	100
SPU_003724	1234	1179	1175	1159	1073	931
SPU_013663	0	0	0	0	0	0
SPU_014460	372	408	381	480	381	291
SPU_012766	12	16	15	17	12	3
SPU_024561	23	29	32	38	27	17
SPU_012078	76	56	108	78	62	14
SPU_025471	78	73	88	78	56	42
SPU_005736	24	33	29	23	23	16
SPU_027674	225	242	212	236	186	136
SPU_004146	13	22	17	8	20	12
ENSRNA022744420	1	0	0	0	0	0
SPU_026093	0	0	0	0	0	0
SPU_026092	260	188	222	220	141	122
SPU_007742	0	0	0	0	0	0
SPU_026091	1295	1497	1412	2869	2735	1571
SPU_001793	2	4	2	14	1	1
SPU_002171	5	5	4	2	1	3
SPU_007635	32	29	43	32	29	20
SPU_007634	840	856	783	794	676	619
SPU_007148	241	233	241	303	212	118
SPU_023091	187	197	163	182	175	77
SPU_023090	208	254	232	193	143	132
SPU_023092	31	26	35	48	17	28
SPU_023089	10	18	15	14	18	9
SPU_018413	348	321	350	405	272	310
SPU_018414	165	152	158	135	124	99
SPU_018419	1216	1212	1350	1245	976	731
SPU_018416	1	3	0	0	2	0
SPU_018418	166	188	220	222	187	199
SPU_018417	324	337	315	314	278	255
SPU_007229	0	0	0	0	0	0
SPU_004714	0	2	6	6	8	3
SPU_020009	17	14	16	12	10	12
SPU_028865	18	28	19	20	10	18
SPU_022584	77	81	68	87	67	62
SPU_022583	60	31	51	65	38	34
SPU_016616	0	7	2	6	2	0
SPU_010238	832	877	917	608	459	352
SPU_010239	1097	1126	1159	1617	1897	1266
SPU_011954	71	75	75	62	46	29
SPU_011953	13	12	15	12	8	1
SPU_028470	488	405	453	362	313	185
SPU_028467	154	180	194	113	110	43
SPU_028468	735	810	684	641	594	379
SPU_028469	200	139	179	69	69	53
SPU_000873	0	1	0	2	0	0
SPU_015859	4	17	11	11	10	13
SPU_015858	32	37	44	87	35	37
SPU_017214	29	48	25	16	39	21
SPU_003180	11	6	17	11	12	13
SPU_008046	587	651	597	653	536	461
SPU_008042	87	80	78	81	109	85
SPU_008047	0	0	0	1	6	0
SPU_014196	21	17	32	23	12	3
SPU_025327	1	0	0	0	0	0
SPU_025328	556	544	503	312	265	176
SPU_025329	0	0	0	0	0	0
SPU_013698	194	155	174	118	82	99
SPU_014197	2403	2381	2905	1908	1482	843
SPU_026362	276	312	290	243	263	177
SPU_018970	209	186	246	233	165	131
SPU_008179	89	107	101	66	47	36
SPU_008180	3691	4472	3928	3623	3525	3311
ENSRNA022742523	0	0	1	0	0	0
SPU_000953	10	18	19	22	15	5
SPU_008104	405	547	532	275	323	248
SPU_025795	205	162	201	312	266	267
SPU_022909	0	0	0	0	0	0
SPU_022911	0	1	3	4	0	1
SPU_022910	15	20	14	10	16	1
SPU_015473	172	242	170	212	147	107
SPU_009279	4	1	8	1	3	2
SPU_002276	0	0	0	0	2	0
SPU_014450	3	4	3	6	3	2
SPU_026208	0	0	0	0	0	0
SPU_014759	0	0	0	0	0	0
SPU_014073	0	0	1	0	0	0
SPU_014074	146	163	250	122	106	77
SPU_022132	30	35	65	34	41	18
SPU_006165	0	7	7	8	4	2
SPU_006166	0	0	0	0	0	0
SPU_022131	40	38	43	68	19	28
ENSRNA022743948	0	0	0	0	1	0
SPU_013718	14	13	17	5	5	6
SPU_027584	24	15	19	22	13	14
SPU_027583	0	0	0	0	0	0
SPU_027582	13	14	18	21	6	5
SPU_006621	26	37	21	18	9	20
SPU_007165	127	134	105	163	160	132
SPU_011241	9	13	4	17	5	19
SPU_011240	162	160	188	189	160	139
SPU_011239	127	133	143	143	78	80
SPU_012598	631	610	643	780	706	676
SPU_012597	16	8	8	18	17	12
SPU_011554	1	0	0	3	3	1
SPU_025865	0	0	0	0	0	0
SPU_026848	0	0	0	0	0	0
SPU_007899	0	0	0	0	0	0
SPU_028612	1	0	1	0	0	1
SPU_018573	0	0	0	0	0	0
SPU_007782	0	0	0	0	0	0
SPU_007781	0	0	2	0	0	0
SPU_001185	77	104	125	98	82	66
ENSRNA022743920	0	0	0	0	0	0
ENSRNA022743913	0	0	0	0	0	0
SPU_008937	0	0	0	0	0	0
ENSRNA022743916	0	0	0	0	0	0
SPU_007927	45	38	31	24	33	15
SPU_010211	64	73	63	57	42	32
SPU_010210	55	47	40	41	32	26
SPU_001682	0	2	0	1	1	0
SPU_006823	18	17	20	21	21	31
SPU_026230	26	19	26	26	16	12
SPU_017968	135	121	168	200	141	50
SPU_020207	0	0	0	0	0	0
SPU_016213	61	67	57	80	58	24
SPU_016214	198	195	197	164	119	75
SPU_005024	1	0	0	1	0	0
SPU_005023	1	2	1	2	0	0
SPU_014159	8	2	0	0	1	0
ENSRNA022743875	0	0	0	0	0	0
SPU_019149	0	0	3	1	1	1
SPU_019147	249	213	241	470	458	370
SPU_021883	0	0	0	0	0	0
SPU_019148	231	194	278	243	161	165
SPU_016126	76	65	81	100	48	34
SPU_016127	5	5	5	4	3	4
SPU_017204	223	185	201	176	149	111
SPU_012581	24	19	21	26	33	25
SPU_017205	10	23	33	17	20	19
SPU_012582	5	10	10	5	3	5
SPU_022305	781	789	802	739	591	450
SPU_022307	90	103	85	129	118	110
SPU_022306	93	106	77	81	102	49
SPU_004483	6	5	5	9	3	1
SPU_004981	48	48	40	25	27	17
SPU_004982	18	17	33	3	0	4
SPU_013546	92	84	105	77	42	37
SPU_017347	416	387	426	434	325	227
SPU_015719	508	452	508	272	358	237
SPU_024139	83	102	104	89	88	73
SPU_000978	250	218	257	202	153	115
SPU_000975	37	38	37	46	30	17
SPU_000977	0	0	0	2	1	0
SPU_000976	0	0	0	0	0	0
SPU_024140	107	109	144	147	119	72
SPU_024138	489	479	548	637	600	446
SPU_024141	232	271	230	211	173	150
SPU_024137	49	59	61	61	61	50
SPU_024142	82	57	61	66	36	34
SPU_001238	7	1	2	4	2	2
SPU_002762	57	55	29	38	21	16
SPU_024680	29	42	32	66	46	39
SPU_006659	18	23	18	23	19	23
SPU_020537	3	0	0	1	0	1
SPU_021399	0	0	0	0	0	0
SPU_008588	0	0	0	4	2	0
SPU_002048	3	0	1	0	0	0
SPU_002047	0	0	2	0	0	0
SPU_002046	98	82	84	74	91	56
SPU_002045	0	0	0	0	0	0
SPU_001798	40	39	34	60	55	23
SPU_019519	116	108	131	89	90	53
SPU_005815	0	0	4	10	2	3
SPU_007627	0	0	0	0	0	0
SPU_007628	0	0	0	0	0	0
SPU_003832	363	380	460	273	156	98
SPU_014541	1	1	2	0	0	0
SPU_003828	7	8	19	4	6	4
SPU_003833	0	0	0	0	0	0
SPU_011384	0	0	0	0	0	0
SPU_003827	2543	2553	2471	2133	1607	1418
SPU_001173	0	0	0	0	0	0
SPU_002272	1	1	5	5	3	2
SPU_028905	42	60	62	35	32	19
SPU_028904	114	93	99	81	64	63
SPU_025767	127	137	145	147	109	76
SPU_023390	15	22	11	17	8	8
SPU_014603	0	0	0	0	0	0
SPU_018733	33034	35577	32392	30980	28446	26345
SPU_018732	1349	1343	1362	981	841	454
SPU_018731	0	0	0	0	1	0
SPU_011284	0	0	1	2	6	1
SPU_018730	4190	4154	4159	5317	4363	3996
SPU_010345	309	310	398	325	249	129
ENSRNA022746297	1	0	0	0	0	0
SPU_001411	225	207	236	248	187	145
SPU_024253	0	0	0	0	0	0
SPU_001412	85	90	84	60	59	34
SPU_013386	28	39	36	23	7	5
SPU_013387	569	561	564	627	454	411
SPU_007700	281	267	289	380	324	247
SPU_012795	692	620	706	824	644	597
SPU_027195	4546	4708	4588	4508	3690	2735
SPU_019695	95	84	123	100	82	59
SPU_025836	0	0	0	0	1	0
SPU_010516	440	351	437	398	324	265
SPU_010517	3	5	4	2	3	1
SPU_005081	0	0	0	0	0	0
SPU_021002	0	0	0	0	0	0
SPU_005941	21	28	17	24	29	21
SPU_004545	5811	5339	5875	6338	5098	3431
SPU_004546	56	68	63	62	84	56
SPU_021204	0	0	1	1	0	0
SPU_021205	0	0	0	0	0	0
SPU_021203	73	91	114	98	72	66
SPU_003339	352	316	370	341	312	188
SPU_023450	110	126	117	115	92	57
SPU_002509	195	174	187	189	152	105
SPU_007403	185	188	236	203	178	134
SPU_007407	1025	1216	1094	896	820	891
SPU_007406	181	163	164	180	152	72
SPU_007404	1	2	0	1	2	0
SPU_007405	213	244	274	199	194	103
SPU_006598	912	918	963	1025	910	794
SPU_006599	361	333	329	479	399	420
SPU_007550	318	340	332	322	218	156
ENSRNA022744879	0	0	0	0	1	0
ENSRNA022744883	3	0	0	0	0	0
SPU_006465	16	24	20	4	14	22
SPU_009569	0	0	0	0	0	0
SPU_027508	20	14	18	18	14	9
SPU_027509	302	256	293	245	199	159
SPU_012077	0	3	2	0	0	2
SPU_027510	10	6	19	10	13	4
SPU_027507	102	99	103	95	79	39
SPU_001035	0	0	0	0	0	0
SPU_013685	1	0	0	0	0	0
SPU_002453	0	0	1	0	0	1
SPU_009063	0	0	0	1	7	0
SPU_019230	0	0	0	0	0	1
SPU_006942	547	685	648	698	645	592
SPU_006941	36	36	28	43	20	27
SPU_020683	87	148	149	99	86	106
SPU_016331	582	627	541	526	426	405
SPU_008011	2033	1952	2104	1846	1631	1061
SPU_002355	21432	19229	25808	14021	10480	6441
SPU_017657	837	827	840	640	576	453
SPU_017658	216	232	190	246	224	166
SPU_017656	25	29	43	35	30	26
SPU_004137	2020	1950	2223	1590	996	521
SPU_027306	311	315	285	155	184	122
SPU_004136	1977	2096	1863	1974	1686	1107
SPU_004135	11	9	17	2	6	4
SPU_006882	41	25	40	30	26	14
SPU_024715	117	143	120	60	46	45
SPU_019656	23	33	23	24	18	26
SPU_003612	54	62	68	72	57	31
SPU_019655	10	7	4	9	4	6
SPU_002244	0	0	0	0	0	0
SPU_015756	199	219	233	198	157	100
SPU_017559	46	29	47	41	22	19
SPU_017558	99	82	80	96	66	57
SPU_021005	63	50	61	55	53	36
SPU_021006	972	892	997	579	529	395
SPU_021388	193	223	290	92	53	58
SPU_021387	165	125	192	156	82	44
SPU_024880	89	107	82	81	92	120
SPU_018069	32	28	46	34	27	21
SPU_018068	64	56	48	41	40	24
SPU_018066	132	61	101	112	105	123
SPU_018067	11	12	10	3	6	2
SPU_021911	0	0	0	0	0	0
SPU_021912	69	98	95	85	86	68
SPU_018458	253	327	280	415	366	353
SPU_018457	335	362	401	373	333	320
SPU_024280	0	0	0	0	0	0
SPU_028318	0	3	4	3	0	0
SPU_028319	4	5	4	6	10	3
SPU_028320	62	51	59	80	72	48
SPU_014010	2	2	3	0	2	3
SPU_014011	152	166	163	193	139	118
SPU_014009	30	67	51	21	44	18
SPU_014008	236	239	222	207	165	133
SPU_014012	511	453	484	557	508	361
SPU_006395	170	141	168	115	108	57
SPU_009050	0	3	3	3	0	1
SPU_014013	13	19	25	18	11	13
ENSRNA022743796	0	0	0	0	0	0
SPU_014007	0	4	0	0	2	0
SPU_021184	37	24	43	37	33	15
SPU_021183	0	0	0	0	0	0
SPU_024485	272	295	317	296	272	156
SPU_024486	1	1	0	1	0	2
SPU_024484	60	73	49	54	44	55
SPU_009455	23	15	36	25	16	14
SPU_009456	74	75	76	84	76	83
SPU_010689	3	11	13	9	19	1
SPU_015881	16	32	33	32	35	35
SPU_027311	2	1	0	2	3	2
SPU_027310	167	134	168	145	120	50
SPU_005705	53	41	60	46	38	25
SPU_028911	0	0	0	0	0	0
SPU_002669	0	5	14	3	1	3
SPU_000848	24	22	30	24	27	12
SPU_000849	2	0	2	0	0	0
SPU_000850	94	72	71	93	77	70
SPU_016815	0	0	0	0	0	0
SPU_019413	12	8	26	4	5	1
SPU_010043	0	0	0	0	0	0
SPU_020541	38	16	28	38	24	13
SPU_020540	560	496	498	530	416	379
SPU_009592	4702	4751	4920	4926	4158	3781
SPU_013638	341	415	332	440	456	429
SPU_008971	14	3	14	6	0	2
ENSRNA022743953	0	0	0	0	0	0
SPU_028784	11443	10141	12598	9837	7571	6344
SPU_028783	11321	10366	12537	11223	9072	7936
SPU_002787	2173	2179	2447	2235	1667	1350
SPU_008760	17	20	32	28	11	13
SPU_024397	509	451	413	583	536	408
SPU_025608	5	14	16	15	5	9
SPU_024398	13	12	14	15	19	5
SPU_002780	762	856	865	928	855	700
SPU_002786	1	1	1	0	0	1
SPU_002785	220	220	236	247	215	179
SPU_002781	553	548	557	570	482	412
SPU_025991	1	0	0	0	0	1
SPU_002784	28	15	20	50	44	24
SPU_002783	1052	888	1185	1154	753	494
ENSRNA022743938	0	0	0	0	0	0
ENSRNA022743950	0	0	0	0	0	0
ENSRNA022743946	0	0	0	0	0	0
SPU_002782	13	7	10	4	8	6
ENSRNA022743941	0	0	0	0	0	0
SPU_018937	2	0	1	0	0	0
SPU_018936	0	0	0	0	0	0
SPU_003775	2	2	0	1	1	1
SPU_020959	2	3	5	9	3	3
SPU_018462	2	1	1	0	0	0
SPU_027441	0	0	0	0	1	0
SPU_027440	138	148	103	156	143	145
SPU_027439	10	19	18	3	1	1
SPU_014891	0	0	0	0	0	0
SPU_010823	0	1	1	1	0	1
SPU_018579	4	1	1	0	0	0
SPU_000343	1	3	1	0	1	1
SPU_020340	0	0	0	1	0	0
SPU_021600	2	1	0	5	1	1
SPU_022750	68	93	69	61	28	18
SPU_017800	8	10	7	10	1	1
SPU_017801	63	60	65	45	55	27
SPU_023752	240	256	244	320	264	214
SPU_023755	0	0	0	0	0	0
SPU_023754	1	0	0	0	0	2
SPU_023753	187	207	221	112	128	108
SPU_011932	127	170	187	88	55	34
SPU_011933	53	52	76	28	14	5
SPU_024036	0	0	0	0	0	0
SPU_016723	2	0	1	0	2	0
SPU_004837	0	0	3	1	0	2
SPU_024290	0	0	0	0	0	0
SPU_024289	52	37	47	19	28	32
SPU_006054	157	133	177	152	141	101
SPU_023391	5	5	1	5	10	1
SPU_005500	26	48	29	17	8	12
SPU_006053	46	42	49	44	32	17
SPU_020270	0	0	0	0	0	0
SPU_010093	14	17	20	6	5	5
SPU_003304	1	0	0	0	3	0
SPU_016863	0	0	0	0	0	0
SPU_026269	18	14	11	17	14	3
SPU_000026	241	196	228	224	217	155
SPU_028716	176	201	164	163	150	94
SPU_028717	79	68	87	72	49	49
SPU_028718	128	139	171	174	181	271
SPU_028714	190	161	154	138	98	90
SPU_018966	0	1	1	0	0	0
SPU_018967	0	0	0	0	0	0
SPU_022403	0	0	0	0	0	0
SPU_005086	0	0	0	0	0	0
SPU_022402	0	0	0	0	0	0
SPU_022401	0	0	0	0	0	0
SPU_005087	0	0	0	0	0	0
