	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
isogroup27937	36	7	48	28	41	25
isogroup27938	0	0	0	0	0	0
isogroup2794	0	0	1	0	0	0
isogroup27943	2	0	4	0	0	0
isogroup27946	46	8	8	5	0	0
isogroup27951	3	0	0	1	2	0
isogroup27952	135	0	48	20	15	16
isogroup27964	60	11	15	7	1	4
isogroup27967	115	1	58	22	9	24
isogroup27984	29	6	4	7	3	2
isogroup27985	64	1	5	6	4	1
isogroup27988	155	19	32	30	12	8
isogroup27989	5	0	2	1	0	1
isogroup27995	1	0	0	0	0	0
isogroup27996	32	2	10	5	4	3
isogroup27999	7	1	4	0	4	0
isogroup28007	4	0	0	7	3	0
isogroup28014	93	10	26	20	7	8
isogroup28016	0	0	0	0	0	0
isogroup28021	0	0	0	0	0	0
isogroup28024	17	19	4	4	3	1
isogroup28047	1	1	0	2	0	0
isogroup28050	1	0	0	1	0	0
isogroup28051	0	0	0	0	0	0
isogroup28065	2	0	0	0	0	0
isogroup28071	0	2	0	0	0	0
isogroup2808	0	0	0	0	0	0
isogroup28090	9	3	12	1	0	2
isogroup28092	11	0	2	4	0	2
isogroup2810	1	0	2	0	0	0
isogroup28100	2	0	0	0	0	0
isogroup28105	26	7	0	6	5	6
isogroup28109	9	2	2	0	0	1
isogroup28112	204	15	26	87	29	15
isogroup28114	0	0	1	0	0	0
isogroup28116	29	16	6	18	3	11
isogroup28118	88	14	12	29	7	26
isogroup2813	46	2	19	13	7	10
isogroup28135	38	4	25	7	15	1
isogroup28140	1	0	0	2	2	14
isogroup28142	12	1	0	0	0	0
isogroup28149	0	0	0	0	0	0
isogroup28153	54	3	18	13	5	9
isogroup28155	23	0	5	8	10	3
isogroup28156	110	3	56	13	23	7
isogroup28157	6	6	6	3	2	0
isogroup28160	315	2	40	48	21	28
isogroup28173	2	0	0	0	1	0
isogroup28179	3	0	1	0	0	0
isogroup28184	1	3	0	0	2	0
isogroup28186	94	0	14	9	3	4
isogroup28192	20	2	0	5	1	0
isogroup28193	0	2	0	0	0	0
isogroup28198	5	1	3	11	1	1
isogroup2820	0	0	0	0	0	0
isogroup28201	1	1	0	0	0	0
isogroup28204	6	0	7	1	0	0
isogroup28206	63	1	13	11	12	4
isogroup28216	0	0	0	1	0	0
isogroup28222	216	16	49	35	34	21
isogroup28241	1	0	0	0	0	0
isogroup28254	23	3	0	12	2	5
isogroup28255	0	1	0	1	0	0
isogroup28259	1	0	9	11	4	1
isogroup28264	3	0	1	1	0	0
isogroup28266	7	3	8	1	2	0
isogroup28271	5	2	3	3	4	2
isogroup28273	48	0	3	4	2	2
isogroup28288	21	2	3	8	0	0
isogroup28303	27	8	7	6	3	3
isogroup28307	0	0	0	0	0	0
isogroup28308	10	0	0	3	3	3
isogroup28310	0	0	0	0	0	0
isogroup2832	20	0	1	3	2	0
isogroup28327	50	14	14	11	4	3
isogroup28330	3	0	1	1	0	0
isogroup28336	1	1	1	0	0	0
isogroup28340	4	0	0	0	0	1
isogroup28342	23	0	0	0	6	1
isogroup28346	0	0	0	0	0	0
isogroup28347	15	7	3	3	4	3
isogroup28353	186	8	96	55	22	6
isogroup2836	9	1	0	5	1	5
isogroup28361	37	7	12	9	2	2
isogroup28365	6	0	9	32	0	0
isogroup28390	67	0	3	0	5	2
isogroup28393	21	2	2	2	3	2
isogroup28395	4	4	1	2	0	1
isogroup28396	6	0	0	0	0	0
isogroup28408	10	0	6	0	1	0
isogroup2841	16	0	0	5	0	0
isogroup28411	4	0	1	3	0	0
isogroup28414	1	0	2	0	0	0
isogroup28415	11	0	1	5	4	2
isogroup28416	3	0	0	1	0	1
isogroup28417	20	3	10	3	1	5
isogroup28419	15	0	1	10	3	0
isogroup28423	282	71	28	48	22	2
isogroup28434	13	7	2	3	2	1
isogroup28436	1	0	0	0	0	0
isogroup28437	11	15	1	13	1	1
isogroup28439	62	1	17	6	9	10
isogroup28442	11	0	1	2	2	0
isogroup28447	13	2	23	10	3	0
isogroup28454	0	0	0	0	0	0
isogroup28459	55	8	22	11	6	5
isogroup28463	46	0	17	27	1	1
isogroup28465	6	0	0	3	0	0
isogroup28472	0	0	0	0	0	0
isogroup28476	11	1	6	5	6	3
isogroup28477	0	0	0	0	1	0
isogroup28479	11	1	1	0	0	0
isogroup28485	0	0	0	2	1	0
isogroup28489	20	1	1	1	0	4
isogroup28490	150	0	26	21	15	20
isogroup285	3	0	1	0	0	0
isogroup28502	30	2	9	12	10	1
isogroup2851	38	8	2	5	0	0
isogroup28520	76	6	2	0	0	0
isogroup28522	109	41	23	49	16	0
isogroup28526	1	0	0	0	0	0
isogroup28527	1	0	0	0	0	0
isogroup28528	0	0	0	0	0	0
isogroup28529	1	0	0	0	1	0
isogroup28532	9	1	2	1	2	0
isogroup28536	5	0	0	0	0	0
isogroup28539	151	41	37	15	7	14
isogroup2854	0	0	0	0	0	0
isogroup28540	35	2	15	11	0	2
isogroup28548	50	6	11	28	3	4
isogroup28554	107	6	14	8	11	11
isogroup28556	0	0	0	0	0	0
isogroup28558	475	63	167	142	47	45
isogroup28561	202	10	58	35	40	22
isogroup28564	143	10	23	51	14	12
isogroup28572	1	0	1	0	0	0
isogroup28582	0	0	0	0	0	0
isogroup28594	0	0	0	0	0	0
isogroup28605	13	4	4	6	4	2
isogroup2861	2	0	1	0	0	0
isogroup28611	33	8	13	7	6	18
isogroup28612	68	3	7	11	8	4
isogroup28619	0	0	0	0	0	0
isogroup28630	1	0	0	0	0	0
isogroup28631	70	6	26	13	4	0
isogroup28641	124	16	85	98	44	18
isogroup28644	130	1	37	5	13	6
isogroup28645	145	2	15	15	6	2
isogroup28646	37	8	5	17	4	1
isogroup28655	5	0	0	0	0	0
isogroup28657	27	6	5	30	4	2
isogroup28660	254	24	44	46	13	22
isogroup28661	10	0	0	1	1	0
isogroup28662	80	11	5	9	10	13
isogroup28668	0	0	2	3	0	2
isogroup28674	5	8	0	0	0	0
isogroup28678	68	4	19	7	4	8
isogroup28682	60	2	24	16	7	8
isogroup28686	4	1	1	1	0	1
isogroup28687	59	1	39	20	17	10
isogroup28689	21	4	4	3	5	0
isogroup28692	0	0	0	12	2	0
isogroup28697	11	0	0	0	0	0
isogroup28700	55	0	16	14	4	10
isogroup28728	0	5	5	0	0	0
isogroup28729	0	0	0	0	1	0
isogroup28731	1	0	0	0	0	0
isogroup28734	5	0	1	0	2	0
isogroup28739	0	2	0	0	0	0
isogroup28749	2	0	0	2	0	0
isogroup28753	42	1	3	4	4	0
isogroup28756	16	4	4	2	2	1
isogroup28761	16	2	1	5	6	0
isogroup28767	3	0	0	0	0	2
isogroup28770	4	0	1	0	0	0
isogroup28778	48	1	11	14	4	4
isogroup28779	20	7	2	12	2	1
isogroup28782	4	0	0	1	0	0
isogroup28785	21	0	6	6	3	1
isogroup28786	35	1	5	0	1	0
isogroup28790	2	0	7	0	0	0
isogroup28811	1	0	0	5	0	0
isogroup28819	6	0	0	7	0	1
isogroup2882	0	0	0	0	0	0
isogroup28820	18	0	8	2	0	2
isogroup28824	8	1	8	8	0	1
isogroup28832	19	0	3	3	2	4
isogroup28833	34	0	39	11	6	0
isogroup28834	16	1	9	8	2	2
isogroup2884	0	0	0	2	0	0
isogroup28842	59	7	10	13	15	4
isogroup28843	87	4	16	20	7	2
isogroup28846	6	1	6	4	0	0
isogroup28847	36	0	19	2	5	0
isogroup28850	0	0	0	1	0	0
isogroup28852	38	4	6	4	4	5
isogroup28865	0	0	0	0	0	0
isogroup28871	44	1	43	16	4	4
isogroup28875	0	0	0	0	0	0
isogroup28878	0	0	0	0	0	0
isogroup28879	3	0	25	13	1	2
isogroup2888	0	0	0	0	0	0
isogroup28893	9	0	0	0	0	0
isogroup28914	2	0	0	3	0	0
isogroup28915	2	2	0	2	0	0
isogroup28926	18	1	0	5	2	0
isogroup28944	99	8	17	24	13	12
isogroup28947	6	0	0	0	0	2
isogroup28949	503	24	117	137	65	60
isogroup28950	68	6	16	18	13	8
isogroup28956	170	31	13	62	6	11
isogroup28960	1	0	0	0	0	0
isogroup28964	10	0	1	0	1	1
isogroup2897	19	2	9	13	10	1
isogroup28970	48	3	6	5	4	3
isogroup28972	39	9	0	10	12	0
isogroup28973	4	0	6	0	0	0
isogroup28981	47	6	16	24	3	5
isogroup2899	1	0	0	0	0	0
isogroup28993	0	0	0	0	0	0
isogroup2900	1	7	0	3	0	0
isogroup29006	0	0	0	0	0	0
isogroup29015	27	5	4	8	4	12
isogroup29021	65	0	34	12	13	9
isogroup29026	0	0	0	0	0	0
isogroup29027	46	5	33	7	7	3
isogroup29032	8	0	19	2	3	0
isogroup29034	192	4	33	32	15	24
isogroup29036	9	0	3	4	4	2
isogroup29048	8	2	3	2	5	6
isogroup29055	27	2	2	10	1	2
isogroup29060	9	0	1	7	0	0
isogroup29065	194	23	120	61	37	11
isogroup29069	2	0	2	0	2	0
isogroup29077	0	0	0	0	0	0
isogroup29081	23	2	4	5	1	2
isogroup29083	4	2	1	6	3	1
isogroup29085	0	0	0	0	0	0
isogroup29092	23	0	3	3	8	0
isogroup29094	53	12	9	7	7	0
isogroup29111	101	7	28	28	7	3
isogroup29112	25	0	1	10	6	0
isogroup29114	2	0	0	0	0	0
isogroup29118	30	0	1	8	0	0
isogroup29124	82	2	50	38	26	6
isogroup29128	0	0	0	0	0	0
isogroup29129	9	0	3	1	0	0
isogroup29133	2	0	0	0	0	0
isogroup29134	27	1	0	6	2	0
isogroup29141	53	6	28	26	16	4
isogroup29142	109	5	14	17	3	5
isogroup29153	152	24	61	28	5	10
isogroup29158	29	2	1	2	3	0
isogroup29160	125	0	23	24	19	4
isogroup2917	38	3	5	7	8	11
isogroup29172	16	1	3	2	0	0
isogroup29176	0	0	0	0	0	0
isogroup29177	14	1	5	0	0	2
isogroup29179	5	2	0	1	0	0
isogroup29189	0	0	0	0	0	0
isogroup29193	35	10	10	4	5	5
isogroup29203	9	0	1	0	0	0
isogroup29204	1	0	0	1	1	0
isogroup29230	2	2	0	6	2	0
isogroup29235	0	0	0	0	0	0
isogroup29236	64	5	17	22	3	0
isogroup29239	0	0	0	1	0	0
isogroup29244	0	0	0	0	0	0
isogroup2925	0	0	0	0	0	0
isogroup29250	208	0	9	0	0	3
isogroup29265	145	11	58	29	15	4
isogroup29270	42	0	18	26	5	5
isogroup29276	16	0	2	2	2	0
isogroup29286	10	0	1	2	1	0
isogroup29298	0	1	0	0	0	0
isogroup29306	15	0	3	4	3	0
isogroup29308	81	0	18	52	10	3
isogroup29310	64	5	9	45	12	14
isogroup29315	18	0	2	5	1	1
isogroup29317	1	5	0	0	0	1
isogroup29326	506	91	261	175	49	34
isogroup29327	50	6	13	8	3	1
isogroup29333	19	9	18	11	17	6
isogroup29334	80	512	33	14	12	6
isogroup29337	1	0	2	0	4	0
isogroup29352	3	0	0	0	0	0
isogroup29356	19	6	14	6	2	2
isogroup29367	36	1	15	13	10	4
isogroup2937	0	0	0	0	0	0
isogroup29370	65	11	7	6	7	6
isogroup29372	3	0	0	1	3	0
isogroup29375	11	0	3	2	1	1
isogroup29377	92	16	21	16	5	0
isogroup29379	75	5	11	19	10	1
isogroup29380	113	18	34	14	12	13
isogroup29381	3	0	4	1	2	0
isogroup29385	21	0	0	1	1	7
isogroup29386	1	0	0	0	0	0
isogroup29388	2	0	0	1	0	1
isogroup29397	12	0	2	3	1	0
isogroup2940	0	0	0	0	0	0
isogroup29406	30	6	4	7	5	11
isogroup29414	109	9	11	49	23	5
isogroup29415	0	0	0	0	0	0
isogroup29416	18	0	0	2	1	3
isogroup29425	125	3	0	0	0	1
isogroup29432	24	0	32	6	3	1
isogroup2944	15	0	1	0	3	0
isogroup29442	0	0	0	0	0	0
isogroup29448	0	0	0	0	0	0
isogroup29451	35	4	7	5	5	1
isogroup29476	147	18	58	90	11	17
isogroup29482	84	13	13	11	5	9
isogroup29486	3	0	0	0	0	0
isogroup29492	96	6	12	43	8	6
isogroup29494	8	1	1	2	0	1
isogroup29501	34	1	5	17	3	6
isogroup29505	8	1	0	5	4	4
isogroup29506	1	0	0	0	0	0
isogroup29510	0	0	0	0	0	0
isogroup29511	35	1	8	3	4	2
isogroup29512	4	3	1	5	0	0
isogroup29526	0	3	8	18	0	0
isogroup2953	2	4	0	0	0	0
isogroup29534	4	0	0	0	0	0
isogroup29538	668	52	530	189	131	104
isogroup29549	12	0	0	1	0	0
isogroup29556	167	6	111	32	7	11
isogroup29572	2	0	0	0	1	0
isogroup29573	2	0	0	1	0	0
isogroup29580	290	17	76	41	17	8
isogroup29590	4	2	1	1	1	0
isogroup29603	2	0	0	0	0	0
isogroup29606	210	19	22	90	9	15
isogroup29610	0	0	0	5	0	1
isogroup29621	0	0	0	0	0	2
isogroup29622	44	0	42	37	13	4
isogroup29633	18	0	6	6	3	2
isogroup29634	0	2	0	0	0	0
isogroup29659	105	2	19	15	23	11
isogroup29660	2	0	0	0	0	0
isogroup29665	0	0	1	0	0	0
isogroup29675	13	0	4	11	1	0
isogroup29678	375	25	76	87	41	33
isogroup29679	212	7	17	27	17	14
isogroup2968	1	0	0	0	0	0
isogroup29688	0	0	0	0	0	0
isogroup29693	367	31	120	148	48	82
isogroup29705	89	7	27	13	10	3
isogroup29709	2	0	0	0	0	0
isogroup29712	18	0	20	15	4	291
isogroup29713	4	0	0	1	0	0
isogroup29716	34	2	2	2	3	0
isogroup29719	195	12	20	129	102	53
isogroup29720	31	3	2	5	2	0
isogroup2973	28	0	0	1	0	2
isogroup29731	112	21	6	3	6	1
isogroup29734	6	1	0	0	1	0
isogroup29743	66	9	12	9	6	11
isogroup29747	2	0	0	0	0	0
isogroup29749	23	0	3	1	1	0
isogroup29753	0	3	0	0	0	0
isogroup29756	1	0	2	0	2	0
isogroup29758	15	1	2	1	6	0
isogroup29760	0	0	0	0	0	0
isogroup29762	42	1	1	3	2	0
isogroup29779	79	14	10	18	10	3
isogroup29782	1	3	0	1	0	0
isogroup29786	52	27	0	1	1	0
isogroup29789	22	0	23	5	13	1
isogroup29798	14	5	0	13	2	3
isogroup298	28	4	3	4	6	4
isogroup29804	1	0	0	0	0	0
isogroup29839	52	7	6	9	13	5
isogroup2984	11	4	4	1	0	6
isogroup29846	30	5	7	3	10	0
isogroup2985	0	0	0	0	0	0
isogroup29850	6	0	3	1	0	0
isogroup29853	19	0	10	4	4	0
isogroup29865	1	0	0	1	0	0
isogroup29870	142	13	37	26	26	13
isogroup29871	430	7	37	60	25	20
isogroup29874	158	15	38	60	22	9
isogroup29876	36	1	4	2	1	1
isogroup29877	21	3	9	6	5	1
isogroup29885	375	190	124	250	103	35
isogroup29889	17	2	11	1	2	0
isogroup29892	129	7	19	23	12	15
isogroup29897	2	0	0	0	0	0
isogroup29898	1	0	1	1	0	1
isogroup29903	16	0	2	2	0	0
isogroup29908	0	0	0	0	0	0
isogroup29912	6	0	6	0	0	0
isogroup29917	12	1	1	2	0	0
isogroup29936	8	0	0	1	0	0
isogroup29937	20	0	22	17	6	17
isogroup29938	18	7	3	1	0	7
isogroup29941	0	0	0	0	0	0
isogroup29943	1	0	0	0	0	0
isogroup29951	150	5	96	21	11	7
isogroup29953	1	0	19	5	2	8
isogroup29963	4	4	9	3	2	0
isogroup29967	4	0	1	2	0	1
isogroup29969	2	0	2	0	0	0
isogroup29988	14	0	2	1	0	0
isogroup29989	45	7	1	9	1	1
isogroup29993	2	0	5	2	0	0
isogroup29996	51	2	9	3	7	7
isogroup300	7	2	0	2	0	0
isogroup30005	0	0	0	1	0	0
isogroup30007	1	0	0	1	0	0
isogroup30008	5	2	0	0	0	0
isogroup30014	4	0	0	5	1	6
isogroup30030	1	1	3	0	0	0
isogroup30045	66	7	16	12	9	7
isogroup30049	36	3	10	11	4	2
isogroup30053	8	0	0	0	0	0
isogroup30062	15	4	10	2	11	0
isogroup30065	7	0	0	1	0	0
isogroup30067	209	13	45	36	19	10
isogroup30095	131	5	30	8	9	4
isogroup30105	35	4	16	7	5	2
isogroup30110	5	1	2	0	0	0
isogroup30114	54	13	18	14	11	4
isogroup30117	89	6	23	4	5	11
isogroup30119	108	0	41	14	5	7
isogroup30123	24	0	0	6	4	1
isogroup30128	7	7	2	2	2	1
isogroup30134	30	2	2	1	9	1
isogroup30137	142	19	37	43	11	13
isogroup30138	0	0	0	6	0	0
isogroup3014	0	0	0	0	2	0
isogroup3015	2	0	0	0	0	0
isogroup30150	5	4	4	9	1	0
isogroup30157	12	6	1	4	1	0
isogroup30166	16	0	4	0	2	0
isogroup30167	23	2	1	1	2	14
isogroup30169	22	7	6	11	1	13
isogroup30173	3	1	1	1	1	3
isogroup30177	2	0	0	0	0	0
isogroup30179	4	0	2	33	0	25
isogroup30187	18	6	0	0	0	0
isogroup30188	39	2	3	16	6	2
isogroup30202	0	0	0	0	0	0
isogroup30204	154	91	33	17	26	11
isogroup30206	1	0	0	0	0	0
isogroup30211	6	2	5	0	0	0
isogroup30212	213	46	59	42	28	17
isogroup30214	1	0	11	5	1	0
isogroup30228	88	2	22	132	19	14
isogroup30233	25	7	6	6	1	0
isogroup30245	7	2	0	0	0	1
isogroup30250	0	0	0	0	0	0
isogroup30258	41	12	20	23	4	0
isogroup30265	30	1	6	16	3	1
isogroup30268	40	3	8	1	1	0
isogroup30276	0	0	0	0	0	0
isogroup30278	50	7	4	1	2	0
isogroup30279	7	0	30	8	1	6
isogroup30285	1	0	0	0	0	0
isogroup30290	39	3	14	5	4	4
isogroup30294	0	0	0	0	0	0
isogroup30297	9	1	0	3	0	0
isogroup30299	106	4	35	48	8	12
isogroup3030	6	0	4	1	0	0
isogroup30302	128	6	85	70	19	39
isogroup30304	9	0	0	0	0	1
isogroup30320	8	0	2	2	5	2
isogroup30321	199	3	92	25	29	18
isogroup30322	31	17	11	16	9	4
isogroup30329	368	16	246	87	81	66
isogroup30332	12	4	0	1	0	1
isogroup30333	27	0	0	3	0	1
isogroup30334	1	0	0	0	0	0
isogroup30344	0	0	0	0	0	0
isogroup30353	42	2	5	0	1	1
isogroup3036	0	0	0	0	0	0
isogroup30360	8	11	0	1	2	1
isogroup30361	2	42	0	1	0	0
isogroup30362	1	0	0	0	0	0
isogroup30366	6	1	1	0	4	0
isogroup30369	11	1	10	1	2	2
isogroup30374	2	0	4	2	2	2
isogroup30379	9	0	4	4	3	0
isogroup30380	2	2	0	0	0	0
isogroup30381	3	0	0	3	0	0
isogroup30401	4	9	4	7	4	1
isogroup30411	7	0	0	0	0	0
isogroup30412	17	0	2	2	6	0
isogroup30414	0	0	0	0	0	0
isogroup30429	5	1	8	0	2	0
isogroup30431	28	0	5	0	2	0
isogroup30432	1	0	0	1	0	0
isogroup30436	10	0	0	0	0	0
isogroup3044	11	0	0	5	2	0
isogroup30440	8	0	1	2	0	0
isogroup30443	26	11	2	4	4	1
isogroup30453	130	15	13	45	6	3
isogroup30464	14	0	0	1	2	0
isogroup30466	74	12	27	19	14	2
isogroup30467	2	3	96	4	2	1
isogroup30477	2	3	0	0	0	0
isogroup30483	1	0	0	2	0	0
isogroup30486	363	8	85	19	20	7
isogroup30492	57	7	10	5	22	11
isogroup30494	1	0	0	1	0	0
isogroup30497	117	33	47	27	19	28
isogroup30499	80	7	2	106	10	23
isogroup30503	0	2	143	12	0	0
isogroup30519	37	3	18	16	3	9
isogroup30529	26	9	6	11	1	7
isogroup3053	11	2	2	2	3	0
isogroup30531	97	9	5	13	4	11
isogroup30537	83	4	20	22	8	8
isogroup30539	1	0	0	0	0	0
isogroup30541	3	6	0	0	2	0
isogroup30545	33	18	12	3	10	2
isogroup30547	14	1	4	7	0	0
isogroup30549	21	5	2	6	10	3
isogroup30556	21	0	1	3	0	3
isogroup3056	0	0	0	0	0	0
isogroup30589	2	1	0	2	1	0
isogroup30606	7	0	0	0	0	2
isogroup30613	10	0	1	0	0	3
isogroup30614	24	18	9	10	5	1
isogroup30615	129	19	21	32	16	10
isogroup30621	63	0	13	10	4	2
isogroup30627	2	2	0	0	0	0
isogroup30629	0	0	0	0	1	0
isogroup30637	1	0	0	0	0	0
isogroup30638	194	13	21	27	13	23
isogroup3064	32	3	22	11	10	8
isogroup30642	2	0	0	0	0	0
isogroup30646	19	0	2	1	6	0
isogroup30653	213	38	81	60	24	48
isogroup30667	8	103	3	5	1	0
isogroup3067	12	0	0	0	0	0
isogroup30673	2	0	1	0	0	0
isogroup30676	58	0	3	7	0	6
isogroup30677	68	3	13	16	3	0
isogroup30685	11	12	6	34	5	7
isogroup30699	260	21	190	74	43	19
isogroup30701	2	1	3	0	1	1
isogroup30709	7	0	0	0	0	0
isogroup30716	1	0	1	2	0	0
isogroup30720	23	6	26	11	2	0
isogroup30722	109	21	19	37	19	12
isogroup30723	11	0	3	7	1	0
isogroup30726	6	1	1	0	2	5
isogroup3073	0	0	0	0	0	0
isogroup30741	61	6	13	35	11	11
isogroup30748	1	0	0	0	0	0
isogroup30750	141	6	68	63	31	13
isogroup30751	2	0	1	0	0	0
isogroup30752	100	5	37	19	5	16
isogroup30754	120	3	25	7	12	8
isogroup30759	6	0	2	1	2	0
isogroup30766	202	9	44	51	24	17
isogroup30769	8	1	20	0	1	0
isogroup3077	0	0	0	0	0	0
isogroup30773	17	0	6	0	0	0
isogroup30776	7	0	0	3	2	0
isogroup30777	105	11	49	33	9	7
isogroup30780	58	12	43	20	9	1
isogroup30783	29	5	8	11	6	6
isogroup30785	15	0	0	0	0	0
isogroup30787	216	47	41	42	32	9
isogroup30793	14	4	9	9	1	2
isogroup30794	0	0	0	0	0	0
isogroup30799	6	0	5	2	0	0
isogroup30817	0	0	12	8	0	1
isogroup30818	8	0	6	5	4	0
isogroup30821	21	13	3	12	0	1
isogroup30829	8	0	4	4	1	3
isogroup3083	0	0	0	0	0	0
isogroup30834	161	5	52	60	16	16
isogroup30839	1	0	4	0	0	0
isogroup30840	1060	137	705	218	162	114
isogroup30845	58	9	16	12	14	2
isogroup30850	2	0	0	0	0	0
isogroup30851	4	2	2	0	0	0
isogroup30852	99	1	17	14	0	5
isogroup30853	8	5	1	3	5	0
isogroup30854	26	0	5	11	6	0
isogroup30856	95	17	10	6	9	2
isogroup30861	11	3	5	6	2	1
isogroup30866	30	6	1	1	0	5
isogroup30871	0	0	2	0	0	0
isogroup30872	14	1	0	0	1	0
isogroup30877	208	18	45	58	22	15
isogroup30879	101	15	52	25	5	13
isogroup30883	25	1	13	11	4	2
isogroup30886	0	0	0	0	0	0
isogroup30888	1	0	0	0	0	0
isogroup30890	58	13	19	9	4	2
isogroup30898	646	112	333	143	123	79
isogroup30900	0	3	0	1	1	1
isogroup30902	60	7	16	11	3	9
isogroup30904	8	1	6	6	0	0
isogroup30917	3	0	1	3	10	0
isogroup30918	51	3	20	10	4	8
isogroup30920	5	0	1	0	0	0
isogroup30926	1	0	0	0	0	0
isogroup30934	138	14	19	20	13	2
isogroup30936	1	0	0	0	0	0
isogroup30937	0	2	0	0	0	0
isogroup30945	41	4	8	12	3	1
isogroup30946	0	0	0	0	0	0
isogroup30957	7	0	0	2	1	0
isogroup3096	50	3	23	2	2	0
isogroup30963	37	5	12	27	4	19
isogroup30964	8	0	0	1	2	0
isogroup30978	0	0	0	0	0	0
isogroup30980	65	0	14	12	9	1
isogroup30985	235	2	67	19	17	6
isogroup30997	4	1	8	19	4	2
isogroup31	14	6	9	2	4	0
isogroup31007	16	0	9	7	4	0
isogroup31013	25	0	8	4	2	1
isogroup31014	9	0	0	1	1	0
isogroup31016	4	5	0	2	0	0
isogroup31030	20	4	9	10	4	8
isogroup31036	17	0	2	1	5	0
isogroup31037	2	1	0	4	0	0
isogroup31038	4	5	0	14	0	1
isogroup31042	3	1	0	0	0	0
isogroup31043	2	1	2	0	0	1
isogroup31047	14	0	2	1	0	4
isogroup31050	1	0	0	2	0	0
isogroup31051	14	1	0	0	0	0
isogroup31063	92	10	16	10	9	1
isogroup31064	88	5	5	18	1	2
isogroup31065	1	0	0	1	0	0
isogroup31068	39	0	17	12	3	2
isogroup31080	0	0	3	2	0	0
isogroup31082	345	39	52	98	31	19
isogroup31088	289	17	28	49	38	16
isogroup31091	6	0	0	0	0	0
isogroup31095	0	0	0	0	0	0
isogroup31103	44	4	27	14	8	3
isogroup31105	137	5	17	31	27	9
isogroup31116	13	0	1	3	2	0
isogroup31121	0	0	0	0	0	0
isogroup31128	3	0	5	2	0	1
isogroup31129	0	1	0	0	0	0
isogroup31136	32	15	32	10	1	6
isogroup31144	0	0	0	0	0	0
isogroup31152	70	0	3	12	1	5
isogroup31155	19	15	5	6	5	1
isogroup31159	56	6	56	19	9	9
isogroup31160	2	0	11	3	2	0
isogroup31164	0	3	0	0	0	0
isogroup31165	14	2	14	8	1	2
isogroup31172	36	1	2	5	5	2
isogroup31180	0	0	0	0	0	0
isogroup31182	118	6	97	17	11	3
isogroup31186	152	2	24	14	6	5
isogroup31188	172	2	12	22	12	2
isogroup31190	4	0	0	1	0	0
isogroup31211	998	47	77	76	95	5
isogroup31227	0	0	0	0	0	0
isogroup31230	43	6	35	7	4	0
isogroup31234	9	1	10	1	1	0
isogroup31236	0	3	0	0	0	0
isogroup31245	0	1	0	0	0	0
isogroup31249	12	0	0	0	0	0
isogroup31255	428	14	0	2	13	1
isogroup31256	4	2	3	0	1	0
isogroup31257	79	6	36	18	16	3
isogroup31269	22	1	0	3	5	0
isogroup31270	0	0	0	0	0	0
isogroup31273	26	9	2	5	10	1
isogroup31274	0	0	0	0	0	0
isogroup31279	65	2	6	16	1	6
isogroup31283	8	0	1	0	0	0
isogroup31285	16	5	10	7	4	10
isogroup3129	1	0	0	0	0	0
isogroup31290	9	2	2	1	5	0
isogroup31294	11	0	3	2	0	0
isogroup31305	41	20	19	4	7	0
isogroup31309	34	2	5	6	5	0
isogroup31314	29	5	6	9	5	4
isogroup31323	5	0	5	0	3	0
isogroup31324	261	4	37	45	13	27
isogroup31328	27	6	4	16	5	1
isogroup31332	1	0	0	0	0	0
isogroup31333	54	2	4	22	6	4
isogroup31337	12	4	4	3	1	0
isogroup31344	75	1	19	13	2	11
isogroup31345	294	42	94	112	34	17
isogroup31348	12	3	2	18	1	7
isogroup31349	0	0	1	0	0	0
isogroup31350	49	4	7	12	9	6
isogroup31357	3	0	6	0	0	0
isogroup31374	0	0	0	0	0	0
isogroup31378	10	0	3	1	0	3
isogroup31384	44	2	38	3	6	2
isogroup31387	0	0	0	0	0	0
isogroup31391	4	0	5	2	0	0
isogroup31400	69	7	16	13	9	3
isogroup31405	4	0	0	2	2	0
isogroup31411	30	7	12	10	6	5
isogroup31414	50	1	12	10	9	33
isogroup31417	0	0	0	0	0	0
isogroup31422	6	0	0	2	0	2
isogroup31425	35	5	8	11	3	1
isogroup31427	4	1	3	1	0	0
isogroup31428	12	0	0	0	0	0
isogroup31432	1	1	0	0	0	0
isogroup31439	357	24	150	96	50	40
isogroup31442	4	0	1	4	1	0
isogroup31457	5	1	4	6	2	0
isogroup31467	14	0	3	4	0	0
isogroup31470	58	0	17	2	24	6
isogroup31475	2	0	0	0	0	0
isogroup31481	0	0	0	0	0	0
isogroup31482	12	2	10	3	1	0
isogroup31492	33	9	3	6	0	1
isogroup31521	3	0	4	2	0	0
isogroup31533	156	10	75	40	14	16
isogroup31540	6	0	1	4	2	3
isogroup31548	30	7	8	5	4	2
isogroup31549	113	15	6	8	3	8
isogroup31559	13	2	6	7	0	0
isogroup3156	17	2	14	5	4	2
isogroup31560	13	0	0	1	0	0
isogroup31561	0	0	0	0	1	0
isogroup31562	4	0	6	1	4	2
isogroup31563	66	0	19	26	9	7
isogroup31564	1	0	0	0	0	0
isogroup31571	5	1	49	1	1	0
isogroup31581	220	20	86	55	61	20
isogroup31588	17	1	6	5	0	0
isogroup31591	8	4	3	1	1	0
