	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
isogroup41777	9	0	4	4	1	0
isogroup41778	49	0	26	12	10	0
isogroup41787	23	3	1	15	5	1
isogroup41788	212	5	49	60	24	13
isogroup41797	39	2	18	12	6	3
isogroup41798	34	1	11	0	2	0
isogroup41803	100	19	12	26	11	14
isogroup41804	8	12	2	3	2	0
isogroup41806	26	15	8	15	4	2
isogroup41807	82	6	14	21	13	3
isogroup41808	76	4	9	12	6	6
isogroup41811	558	16	53	72	48	47
isogroup41813	14	0	2	2	2	0
isogroup41814	200	2	18	40	14	9
isogroup41817	22	16	0	47	4	16
isogroup41818	70	2	11	8	10	7
isogroup41821	36	3	11	17	3	1
isogroup41823	91	19	14	12	7	19
isogroup41825	667	52	140	107	68	46
isogroup41826	191	19	68	44	29	27
isogroup41830	199	2	11	25	14	21
isogroup41833	36	8	17	8	3	3
isogroup41834	48	1	34	15	5	2
isogroup41836	327	10	128	102	41	46
isogroup41843	0	0	0	0	0	0
isogroup41846	2	0	0	5	6	0
isogroup41848	78	24	25	64	15	7
isogroup41849	95	1	45	6	7	2
isogroup41851	3	0	4	2	1	0
isogroup41852	190	16	31	31	8	17
isogroup41856	46	2	5	9	5	3
isogroup41859	429	4	57	87	32	31
isogroup41863	271	44	95	54	22	5
isogroup41864	229	12	63	60	29	19
isogroup41865	418	15	68	43	38	38
isogroup41866	80	12	27	31	11	20
isogroup4187	7	0	0	4	0	0
isogroup41872	130	0	36	43	18	8
isogroup41882	7	0	3	5	0	2
isogroup41884	99	64	23	57	17	7
isogroup41886	1203	26	179	136	83	96
isogroup41887	72	6	21	25	4	4
isogroup41888	119	28	48	41	26	1
isogroup41889	171	5	40	26	20	23
isogroup4189	1	0	0	0	0	0
isogroup41890	99	2	21	31	10	3
isogroup41892	163	0	6	6	3	4
isogroup41893	41	10	29	28	8	2
isogroup41896	0	0	0	13	0	1
isogroup41899	14	0	0	0	0	0
isogroup41902	154	6	44	44	19	14
isogroup41903	4	0	0	0	0	0
isogroup41905	18	1	3	4	1	1
isogroup41906	104	7	41	21	12	6
isogroup41908	160	3	47	60	11	10
isogroup41910	10	0	1	0	3	1
isogroup41911	0	0	0	0	0	0
isogroup41912	48	0	3	5	1	3
isogroup41913	1117	6	257	211	30	84
isogroup41917	1003	95	453	263	107	72
isogroup41918	13	1	0	1	2	0
isogroup41920	18	0	1	0	1	0
isogroup41922	283	5	67	39	10	15
isogroup41923	140	10	23	40	13	17
isogroup41926	44	0	0	2	2	0
isogroup41927	21	4	15	13	7	1
isogroup41928	17	10	8	8	6	1
isogroup41929	0	0	0	0	0	0
isogroup41933	14	3	0	0	1	1
isogroup41935	193	20	57	61	14	36
isogroup41938	27	28	18	20	5	3
isogroup41941	83	3	38	19	8	7
isogroup41944	200	0	39	32	26	13
isogroup41945	14	0	16	1	8	2
isogroup41946	0	0	0	0	0	0
isogroup41948	59	2	12	7	5	4
isogroup41949	8	0	10	11	1	9
isogroup41951	285	45	40	52	20	13
isogroup41953	105	0	20	39	19	1
isogroup41955	31	0	3	6	2	1
isogroup41958	52	4	4	5	3	13
isogroup41961	13	0	3	0	1	0
isogroup41962	39	3	4	18	10	6
isogroup41964	141	4	42	51	16	14
isogroup41965	246	3	58	47	26	25
isogroup41971	63	7	18	10	8	3
isogroup41972	193	15	13	19	10	15
isogroup41974	57	9	17	9	6	7
isogroup41976	11	1	0	5	1	1
isogroup4198	1	0	0	0	0	0
isogroup41981	48	8	27	11	4	3
isogroup41984	1166	215	719	261	183	67
isogroup41985	61	30	33	24	8	11
isogroup41987	62	5	21	19	8	5
isogroup41988	24	5	7	3	3	2
isogroup41989	66	0	2	0	3	0
isogroup41991	160	42	32	51	35	39
isogroup41994	203	19	103	111	28	61
isogroup41995	50	9	9	23	4	2
isogroup41996	2	0	1	1	4	0
isogroup41997	364	20	120	74	36	23
isogroup41998	17	0	1	13	6	6
isogroup4200	0	0	0	0	0	0
isogroup42000	102	0	16	16	8	2
isogroup42006	89	0	11	23	5	2
isogroup42007	26	0	11	6	2	3
isogroup42008	195	10	22	42	20	13
isogroup42009	1053	158	714	497	207	87
isogroup42011	35	2	0	1	3	1
isogroup42015	587	1	13	223	44	83
isogroup42024	247	14	37	76	20	17
isogroup42026	343	18	76	59	72	62
isogroup42029	31	3	6	10	2	1
isogroup42030	2	1	0	1	0	1
isogroup42031	6	2	0	0	0	3
isogroup42032	39	1	2	7	5	3
isogroup42034	1	6	2	0	0	0
isogroup42036	24	1	1	5	1	1
isogroup42038	122	1	42	32	14	16
isogroup42039	43	33	5	6	3	5
isogroup42041	16	10	1	6	4	1
isogroup42042	40	0	27	21	2	1
isogroup42046	177	3	54	25	10	8
isogroup42052	11	8	5	5	5	1
isogroup42055	4	1	2	8	0	3
isogroup42058	164	11	21	15	15	10
isogroup42059	128	7	15	33	12	11
isogroup42060	149	8	24	32	21	23
isogroup42062	7	6	0	1	4	0
isogroup42068	54	8	14	3	4	4
isogroup42069	22	0	0	1	0	1
isogroup42071	79	0	10	5	1	10
isogroup42077	51	31	0	3	9	20
isogroup42078	195	2	66	108	32	40
isogroup42079	7	3	0	2	0	0
isogroup42081	41	11	1	2	0	15
isogroup42082	27	4	6	9	2	11
isogroup42084	3	1	2	2	0	1
isogroup42085	98	1	14	20	6	8
isogroup42086	206	26	65	53	37	10
isogroup42087	181	5	44	54	23	15
isogroup42088	127	30	21	33	32	22
isogroup42090	3	4	0	0	3	0
isogroup42094	181	1	37	29	5	14
isogroup42095	83	3	54	29	16	5
isogroup4210	10	0	5	3	10	0
isogroup42100	316	24	63	52	33	25
isogroup42101	308	28	60	58	38	25
isogroup42102	312	26	89	62	47	33
isogroup42103	229	65	41	54	17	15
isogroup42104	171	3	44	48	13	6
isogroup42106	312	19	30	39	20	19
isogroup42108	110	42	36	38	13	15
isogroup42109	7	1	0	2	0	0
isogroup42112	28	4	4	2	1	0
isogroup42117	7	0	0	2	3	0
isogroup42118	309	142	204	98	46	17
isogroup42119	3	6	7	9	2	0
isogroup4212	0	0	0	1	0	0
isogroup42120	183	10	91	28	15	24
isogroup42122	346	54	75	60	48	9
isogroup42123	32	2	4	12	10	2
isogroup42124	146	59	40	32	22	4
isogroup42125	120	3	66	47	9	1
isogroup42126	61	1	25	19	10	3
isogroup42127	29	3	1	3	0	1
isogroup42131	147	7	21	38	14	12
isogroup42139	114	5	27	17	5	5
isogroup42141	299	3	71	96	29	71
isogroup42149	674	3	156	133	41	97
isogroup42150	91	3	30	15	9	18
isogroup42155	56	22	14	16	8	1
isogroup42156	1281	80	545	225	160	98
isogroup42158	0	0	0	0	0	0
isogroup42159	190	20	133	20	42	9
isogroup42167	101	13	64	78	31	17
isogroup42171	52	5	24	12	19	3
isogroup42175	541	9	178	84	51	40
isogroup42178	6	1	4	4	1	0
isogroup42181	114	14	74	48	15	20
isogroup42183	40	0	3	3	1	1
isogroup42184	18	0	6	9	3	0
isogroup42186	89	11	8	8	3	2
isogroup42192	417	161	108	75	69	32
isogroup422	0	0	0	0	0	0
isogroup42201	87	0	59	14	11	0
isogroup42203	142	8	22	19	6	6
isogroup42205	0	0	0	0	0	0
isogroup42206	85	6	24	11	18	1
isogroup42208	7	0	2	0	0	0
isogroup42209	91	2	7	9	6	5
isogroup42210	6	1	1	4	4	1
isogroup42211	146	6	37	16	10	9
isogroup42213	189	0	22	63	19	19
isogroup42214	15	0	3	0	0	1
isogroup42217	199	1	30	28	35	7
isogroup42219	26	6	4	10	4	1
isogroup42220	0	0	0	2	0	0
isogroup42223	101	6	17	16	7	4
isogroup42225	431	4	71	24	25	14
isogroup42230	21	6	3	7	0	0
isogroup42233	476	5	132	220	78	37
isogroup42236	41	3	1	9	0	4
isogroup42237	12	0	2	1	3	2
isogroup42238	27	2	0	2	1	0
isogroup42239	117	24	19	22	5	9
isogroup42241	187	17	61	30	14	24
isogroup42242	107	1	25	15	11	17
isogroup42243	3	0	0	0	0	0
isogroup42247	230	5	26	8	52	24
isogroup42252	444	22	92	55	30	27
isogroup42254	372	10	48	25	17	6
isogroup42255	21	0	8	3	6	2
isogroup42257	0	0	0	0	2	0
isogroup42258	47	2	0	3	3	7
isogroup42262	2	0	1	0	0	0
isogroup42263	245	12	62	99	40	31
isogroup42264	22	6	1	2	1	2
isogroup42270	402	26	89	72	33	37
isogroup42274	108	35	7	8	8	5
isogroup42275	5	1	6	4	0	1
isogroup42277	155	12	90	39	21	9
isogroup42278	237	3	37	30	28	25
isogroup42280	26	4	8	9	1	2
isogroup42283	177	56	132	21	35	8
isogroup42285	86	6	12	32	14	6
isogroup42288	33	47	16	9	6	2
isogroup42290	117	4	22	58	31	10
isogroup42291	26	2	13	9	5	14
isogroup42292	266	42	77	46	36	6
isogroup42294	69	4	7	7	16	1
isogroup42296	83	1	37	23	9	13
isogroup42299	193	10	26	12	18	9
isogroup42301	85	3	21	22	3	2
isogroup42302	483	12	15	41	60	19
isogroup42304	528	156	213	112	48	41
isogroup42305	97	32	117	43	14	2
isogroup42307	51	4	5	8	5	2
isogroup42308	108	7	31	99	35	33
isogroup42309	23	2	5	4	9	1
isogroup42315	12	1	4	0	2	3
isogroup42316	101	9	20	7	3	4
isogroup42319	32	10	10	11	2	4
isogroup42322	5	4	0	1	2	0
isogroup42323	13	0	3	1	0	0
isogroup42324	0	0	0	0	0	0
isogroup42325	86	12	3	22	9	11
isogroup42327	23	0	1	4	2	0
isogroup42328	0	0	0	1	1	1
isogroup42329	60	16	5	8	9	17
isogroup42332	32	5	4	1	1	0
isogroup42334	246	70	34	41	31	19
isogroup42335	67	1	32	7	3	20
isogroup42337	234	6	39	33	14	6
isogroup42339	90	21	14	37	16	5
isogroup42340	1335	357	411	241	195	119
isogroup42341	223	92	59	33	16	28
isogroup42344	0	0	0	1	0	0
isogroup42345	51	4	25	21	17	4
isogroup42347	80	2	14	39	16	7
isogroup42348	89	18	28	2	3	1
isogroup42351	7	1	1	1	0	1
isogroup42352	543	36	124	158	78	72
isogroup42354	3	0	0	1	0	0
isogroup42355	98	7	74	34	23	13
isogroup42356	94	1	19	27	7	2
isogroup42364	87	1	13	17	2	4
isogroup42371	155	19	48	25	15	11
isogroup42372	68	6	11	12	13	3
isogroup42374	17	1	22	10	7	2
isogroup42376	218	0	19	59	10	13
isogroup42377	186	17	50	81	15	6
isogroup42380	8	1	5	2	0	0
isogroup42381	191	43	69	69	24	17
isogroup42383	13	1	6	15	2	1
isogroup42384	180	32	95	48	22	15
isogroup42386	49	3	4	6	1	1
isogroup42387	12	1	0	5	3	0
isogroup42389	30	0	4	1	5	0
isogroup4239	0	0	1	0	4	0
isogroup42390	570	18	86	230	114	116
isogroup42391	358	4	31	28	17	21
isogroup42392	87	7	6	6	14	3
isogroup42394	454	22	85	98	39	34
isogroup42399	73	1	12	11	6	7
isogroup42402	72	1	16	13	10	1
isogroup42404	147	12	26	14	17	9
isogroup42405	26	9	3	14	3	0
isogroup42406	144	15	54	51	5	15
isogroup42410	79	0	5	2	7	9
isogroup42414	165	3	31	48	18	20
isogroup42415	158	17	28	30	12	4
isogroup42417	493	36	95	220	34	38
isogroup42420	310	4	39	127	33	83
isogroup42427	20	0	7	0	3	1
isogroup42428	152	14	37	28	21	9
isogroup42429	154	36	55	21	42	10
isogroup42431	2	0	0	1	0	1
isogroup42432	171	22	37	45	16	13
isogroup42434	32	8	8	7	3	3
isogroup42436	40	8	5	40	5	6
isogroup42438	337	29	99	47	49	16
isogroup42439	295	45	95	119	19	10
isogroup42441	39	4	3	7	4	1
isogroup42447	350	14	76	95	62	31
isogroup42448	38	0	119	48	13	11
isogroup42449	99	16	46	20	12	5
isogroup42457	107	5	33	21	11	4
isogroup42461	82	7	9	49	11	22
isogroup42463	110	3	34	31	25	17
isogroup42465	63	0	6	23	21	12
isogroup42467	208	12	8	2	24	15
isogroup42469	521	88	187	161	77	76
isogroup42473	840	45	162	193	124	62
isogroup42474	83	9	32	10	7	4
isogroup42475	298	25	91	91	65	29
isogroup42476	65	4	21	17	4	2
isogroup42477	0	0	1	0	0	1
isogroup42478	906	37	326	291	61	93
isogroup42480	196	1	37	9	32	12
isogroup42484	195	8	39	34	20	17
isogroup42486	7	1	1	7	4	0
isogroup42490	6	1	5	1	0	0
isogroup42491	69	3	23	16	10	4
isogroup42497	15	2	7	6	3	2
isogroup42499	1923	103	264	200	123	96
isogroup42500	191	5	32	20	13	6
isogroup42501	99	24	46	45	42	3
isogroup42502	107	7	5	13	5	3
isogroup42508	33	0	5	6	9	0
isogroup42509	74	4	39	15	2	0
isogroup42513	129	16	85	75	29	18
isogroup42514	49	3	14	15	3	7
isogroup42517	18	2	0	21	0	17
isogroup42518	7	0	4	3	3	0
isogroup42521	80	1	76	54	21	32
isogroup42522	116	2	20	15	19	6
isogroup42524	20	3	13	9	2	1
isogroup42526	210	10	35	58	17	19
isogroup42530	88	1	20	7	8	0
isogroup42534	117	1	38	18	9	3
isogroup42536	5	1	3	2	0	0
isogroup42538	77	3	24	28	19	8
isogroup42540	0	0	0	0	0	0
isogroup42544	28	1	10	9	5	2
isogroup42550	309	98	66	50	24	19
isogroup42551	66	24	45	38	15	3
isogroup42554	74	0	34	11	2	3
isogroup42556	211	22	46	38	30	19
isogroup42560	388	28	79	48	72	26
isogroup42561	13	1	3	1	1	1
isogroup42562	164	70	107	71	3	97
isogroup42564	62	12	22	20	8	32
isogroup42566	0	0	0	0	0	0
isogroup42567	57	2	3	8	5	6
isogroup42570	8	3	5	4	1	0
isogroup42571	19	10	0	0	1	0
isogroup42574	32	45	9	21	12	4
isogroup42575	352	24	123	192	41	47
isogroup42577	0	0	0	0	1	0
isogroup42579	111	15	43	19	13	12
isogroup42581	47	24	15	23	5	3
isogroup42587	43	0	12	5	5	1
isogroup42588	749	3	288	4260	128	204
isogroup42590	75	18	54	17	17	2
isogroup42592	0	197	1	2	0	3
isogroup42594	0	1	3	3	1	0
isogroup42598	777	135	116	73	21	14
isogroup4260	0	0	0	0	0	0
isogroup42601	87	1	25	9	20	9
isogroup42602	290	6	172	363	44	17
isogroup42606	601	70	209	100	94	76
isogroup42608	82	5	13	17	18	5
isogroup42609	35	7	17	8	3	3
isogroup42610	351	74	69	98	25	33
isogroup42611	8	0	0	3	5	0
isogroup42612	245	1	23	35	26	21
isogroup42613	77	11	23	11	13	0
isogroup42614	35	9	18	12	5	9
isogroup42615	137	13	37	48	8	20
isogroup42619	24	1	16	10	4	6
isogroup42621	484	23	83	51	28	19
isogroup42623	39	8	2	6	0	0
isogroup42625	376	50	90	64	76	16
isogroup42626	0	0	3	0	1	0
isogroup42629	142	3	30	25	14	26
isogroup42632	5	2	0	5	0	0
isogroup42633	1	14	0	1	0	0
isogroup42634	51	7	19	6	2	13
isogroup42635	0	0	0	1	0	0
isogroup42636	5056	721	3359	1941	1291	361
isogroup42638	28	10	3	6	6	4
isogroup42639	310	8	149	149	43	37
isogroup42644	110	2	18	40	11	17
isogroup42645	407	25	212	74	38	48
isogroup42646	51	7	21	10	13	3
isogroup42647	415	48	163	77	56	20
isogroup42648	1629	17	131	300	90	131
isogroup42651	330	12	103	156	92	40
isogroup42653	7	0	0	0	1	0
isogroup42660	98	1	35	284	53	130
isogroup42662	7	1	6	1	0	0
isogroup42666	19	4	0	9	2	0
isogroup42668	3	1	10	0	0	3
isogroup42669	17	0	1	5	0	4
isogroup42670	0	0	0	0	0	0
isogroup42672	12	0	4	2	2	0
isogroup42673	0	0	3	0	0	0
isogroup42674	296	3	32	39	21	18
isogroup42676	436	4	220	194	52	126
isogroup42680	220	42	102	54	33	8
isogroup42686	55	1	6	11	5	1
isogroup42696	227	208	45	35	15	8
isogroup42698	88	1	11	13	5	5
isogroup42699	115	8	27	29	15	12
isogroup42704	44	5	8	19	6	0
isogroup42707	266	22	61	73	46	31
isogroup42708	44	2	6	4	2	1
isogroup42709	65	7	30	14	7	2
isogroup42713	136	12	60	28	9	7
isogroup42714	151	11	38	45	28	28
isogroup42719	189	11	35	47	16	30
isogroup42721	185	30	61	33	25	10
isogroup42726	108	7	51	27	10	11
isogroup42728	86	4	10	8	14	2
isogroup42731	545	6	69	93	27	25
isogroup42732	5	7	26	6	0	0
isogroup42734	163	44	83	100	28	12
isogroup42735	34	6	4	6	9	1
isogroup42738	94	13	25	32	23	8
isogroup42741	258	9	48	33	18	14
isogroup42742	25	2	0	3	7	1
isogroup42745	8	3	1	3	3	16
isogroup42749	959	107	706	177	120	116
isogroup42751	2990	12	584	2166	788	56
isogroup42752	47	0	6	1	8	4
isogroup42753	94	0	29	36	19	1
isogroup42756	49	3	7	3	1	0
isogroup42757	499	20	154	222	63	73
isogroup42762	1	0	0	2	1	0
isogroup42763	59	3	12	13	9	6
isogroup42764	11	4	14	10	5	0
isogroup42765	19	13	3	15	2	0
isogroup42766	10	2	0	0	5	0
isogroup42768	311	19	47	103	42	82
isogroup42771	1	0	2	0	0	0
isogroup42776	40	8	13	8	12	7
isogroup42779	40	4	5	7	1	0
isogroup42780	303	49	140	113	44	49
isogroup42783	0	0	0	0	0	0
isogroup42784	1497	76	362	376	148	149
isogroup42785	593	16	149	83	79	43
isogroup42787	396	37	220	154	121	82
isogroup42789	33	4	25	4	7	2
isogroup42798	226	51	82	44	40	10
isogroup42799	0	0	0	0	0	0
isogroup42800	20	0	1	7	2	3
isogroup42801	345	21	109	57	51	23
isogroup42804	229	21	71	35	32	16
isogroup42806	23	16	23	6	12	1
isogroup42807	55	30	30	20	18	4
isogroup42809	171	17	66	53	13	5
isogroup42811	36	12	18	8	1	11
isogroup42812	63	3	16	37	2	7
isogroup42813	433	10	84	93	45	30
isogroup42815	21	1	8	2	1	2
isogroup42816	261	39	114	86	35	11
isogroup42817	104	69	16	29	20	15
isogroup42818	230	19	35	23	19	11
isogroup42819	922	143	267	261	127	43
isogroup42821	162	9	56	40	10	5
isogroup42824	82	17	18	30	16	2
isogroup42826	87	7	11	18	6	1
isogroup42827	491	55	117	121	41	23
isogroup4283	4	1	0	1	0	0
isogroup42830	392	76	99	145	54	57
isogroup42832	115	1	28	62	29	11
isogroup42834	158	12	89	53	26	12
isogroup42838	42	2	30	7	6	1
isogroup42840	53	3	7	29	9	4
isogroup42841	316	12	45	95	42	11
isogroup42842	195	8	60	35	21	9
isogroup42843	4	10	19	33	6	14
isogroup42845	375	14	79	105	36	46
isogroup42846	4	5	3	0	0	0
isogroup42848	20	1	6	2	1	0
isogroup42849	52	1	22	10	4	14
isogroup42850	571	15	132	110	39	42
isogroup42852	0	0	0	0	0	0
isogroup42855	19	2	0	1	3	2
isogroup42857	169	32	34	47	26	6
isogroup42859	393	26	56	74	50	44
isogroup42860	9	6	8	7	0	0
isogroup42861	26	0	1	0	0	1
isogroup42862	592	4	28	54	32	23
isogroup42867	400	52	165	174	94	23
isogroup42868	695	18	214	102	103	35
isogroup42872	888	90	434	161	127	102
isogroup42876	348	14	30	32	27	21
isogroup42878	97	11	25	29	7	5
isogroup42879	59	20	52	31	10	5
isogroup42880	254	21	65	49	27	16
isogroup42881	21	22	0	10	1	1
isogroup42882	318	15	67	94	18	47
isogroup42883	158	5	49	32	21	15
isogroup42884	147	2	46	11	20	11
isogroup42887	56	0	3	31	4	4
isogroup42888	35	9	29	39	20	3
isogroup42889	59	0	18	13	3	2
isogroup42890	18	1	2	7	2	1
isogroup42891	87	5	17	22	15	9
isogroup42892	210	1	9	16	35	2
isogroup42894	71	11	19	15	10	5
isogroup42895	17	7	5	6	2	0
isogroup42896	97	12	44	16	5	3
isogroup42897	346	7	137	121	76	35
isogroup42912	111	16	33	35	22	6
isogroup42914	67	7	27	23	13	9
isogroup42917	24	0	0	2	2	0
isogroup42919	26	0	20	44	19	8
isogroup42921	278	55	82	87	29	47
isogroup42922	492	6	93	84	52	31
isogroup42923	117	7	12	40	18	8
isogroup42924	36	2	123	13	11	2
isogroup42928	133	7	16	25	9	11
isogroup42929	76	2	18	36	13	2
isogroup42934	418	26	62	68	49	39
isogroup42935	259	38	73	64	69	24
isogroup42936	116	5	6	4	3	5
isogroup42937	261	1	3	26	42	16
isogroup42938	142	0	12	30	12	3
isogroup4294	25	1	11	5	3	1
isogroup42940	226	40	73	45	30	23
isogroup42944	3	0	0	0	0	0
isogroup42949	594	81	184	153	57	17
isogroup42950	72	4	5	35	14	6
isogroup42952	249	57	43	134	17	42
isogroup42953	431	24	201	194	53	48
isogroup42954	14	3	3	14	0	0
isogroup42964	34	62	2	5	3	2
isogroup42966	113	6	0	12	11	3
isogroup4297	0	0	0	0	0	0
isogroup42972	8	0	2	4	0	0
isogroup42975	44	5	5	6	7	0
isogroup42977	90	1	17	3	1	1
isogroup42978	551	5	238	71	58	56
isogroup42982	20	1	15	9	3	2
isogroup42983	151	3	58	42	22	32
isogroup42993	54	6	8	4	7	2
isogroup42995	1569	169	1134	612	276	146
isogroup42997	45	24	12	13	5	0
isogroup42998	67	42	23	7	12	5
isogroup42999	238	36	23	75	41	23
isogroup43001	66	1	2	27	9	6
isogroup43003	1356	96	827	141	143	70
isogroup43005	298	11	72	37	23	9
isogroup43006	149	1	27	29	8	13
isogroup43009	99	14	18	19	12	2
isogroup43016	83	9	28	21	21	1
isogroup43019	0	0	1	1	0	0
isogroup43020	0	1	0	1	0	0
isogroup43023	459	1	68	76	30	42
isogroup43024	28	2	6	6	1	0
isogroup43029	314	164	51	110	73	26
isogroup43030	39	8	7	20	3	18
isogroup43031	37	11	15	14	26	4
isogroup43035	14	10	0	15	0	7
isogroup43038	88	1	12	47	5	18
isogroup43039	222	31	28	30	16	10
isogroup43040	103	10	13	20	9	17
isogroup43041	193	14	84	41	22	15
isogroup43042	34	2	7	12	0	6
isogroup43045	770	6	32	70	34	76
isogroup43047	57	9	11	11	12	5
isogroup43048	69	31	100	20	21	7
isogroup43050	134	1	16	19	20	18
isogroup43051	83	2	23	28	8	2
isogroup43053	67	5	51	19	17	3
isogroup43054	37	4	23	3	4	3
isogroup43056	27	3	2	7	6	1
isogroup43058	47	5	15	21	15	1
isogroup43059	134	10	35	27	14	8
isogroup43060	140	2	9	28	10	2
isogroup43061	456	8	162	227	70	157
isogroup43063	79	3	16	35	10	1
isogroup43065	100	11	5	5	1	0
isogroup43067	49	8	9	25	9	5
isogroup43068	38	6	0	7	5	0
isogroup43070	47	7	0	6	4	0
isogroup43071	257	11	52	54	20	19
isogroup43072	73	26	24	36	3	6
isogroup43075	1081	0	1	217	191	268
isogroup43078	332	89	101	46	35	21
isogroup4308	3	0	0	0	0	0
isogroup43083	407	37	67	98	42	18
isogroup43084	2	0	0	1	0	1
isogroup43086	359	30	64	94	33	24
isogroup43087	69	4	4	16	3	6
isogroup43090	302	28	32	61	22	18
isogroup43104	135	5	39	37	10	15
isogroup43105	43	106	4	2	3	4
isogroup43106	41	2	13	15	2	13
isogroup43107	72	34	5	6	4	4
isogroup43109	44	4	10	11	9	0
isogroup4311	0	0	0	1	0	0
isogroup43111	52	11	23	14	14	17
isogroup43112	998	85	320	102	48	46
isogroup43114	39	0	2	4	2	2
isogroup43118	1913	0	2	0	3	30
isogroup43120	208	4	40	93	30	19
isogroup43122	77	8	10	14	3	7
isogroup43123	18	1	4	7	1	0
isogroup43124	23	0	6	9	5	5
isogroup43125	251	56	145	64	34	15
isogroup43126	305	19	84	84	44	56
isogroup43127	62	0	33	23	9	30
isogroup43128	2	0	2	0	5	0
isogroup43129	26	0	7	14	1	1
isogroup43132	3	1	1	2	0	0
isogroup43133	279	27	57	61	25	31
isogroup43134	519	25	96	82	49	39
isogroup43135	185	5	102	34	39	27
isogroup43136	171	10	7	6	19	8
isogroup43137	368	30	51	34	30	10
isogroup43138	675	86	188	156	81	61
isogroup43140	241	38	65	75	28	14
isogroup43145	68	1	2	0	3	1
isogroup43146	312	0	15	6	5	6
isogroup43147	0	0	0	0	0	0
isogroup43150	150	9	9	11	23	7
isogroup43152	45	11	13	16	12	10
isogroup43157	79	0	15	10	9	3
isogroup43160	758	56	600	460	123	189
isogroup43162	69	13	8	5	6	2
isogroup43164	39	5	13	19	3	7
isogroup43166	48	2	13	5	2	1
isogroup43170	73	5	25	21	30	10
isogroup43172	82	42	32	22	16	12
isogroup43173	100	5	34	39	12	13
isogroup43174	45	2	3	16	5	12
isogroup43175	0	1	1	2	7	4
isogroup43176	172	105	33	22	19	17
isogroup43181	381	159	97	95	45	8
isogroup43182	17	0	2	2	1	1
isogroup43183	104	0	34	31	9	16
isogroup43185	5242	36	728	4545	669	330
isogroup43187	134	0	222	18	15	0
isogroup43189	106	3	33	29	6	1
isogroup43191	19	0	7	2	4	3
isogroup43198	195	1	25	23	16	4
isogroup43202	99	2	27	42	17	15
isogroup43203	43	5	9	11	8	4
isogroup43205	309	17	50	53	14	13
isogroup43207	9	1	0	4	3	0
isogroup43210	491	71	185	109	52	47
isogroup43211	259	8	49	38	16	11
isogroup43212	327	17	42	83	31	44
isogroup43219	69	3	17	17	8	7
isogroup43221	227	9	29	18	11	6
isogroup43223	21	2	6	3	1	4
isogroup43225	561	39	105	115	47	44
isogroup43227	21	0	1	5	1	1
isogroup43228	151	11	36	41	22	25
isogroup43229	130	7	107	51	22	21
isogroup43230	80	5	24	40	15	13
isogroup43232	97	223	9	8536	9	5987
isogroup43233	15	2	4	8	1	3
isogroup43234	137	10	60	69	20	21
isogroup43236	52	9	22	12	3	0
isogroup43239	233	21	39	51	16	18
isogroup43240	172	15	114	46	29	11
isogroup43242	516	14	194	52	11	9
isogroup43244	738	22	97	118	59	43
isogroup43245	770	85	283	158	86	50
isogroup43246	1157	191	395	327	130	109
isogroup43248	155	18	36	28	20	9
isogroup43250	57	0	17	32	10	6
isogroup43251	54	6	11	17	13	2
isogroup43253	125	10	57	34	22	5
isogroup43254	55	19	6	54	5	5
isogroup43256	346	22	124	76	60	13
isogroup43257	0	0	0	0	0	0
isogroup43259	27	2	14	13	5	2
isogroup43260	201	33	99	24	19	8
isogroup43261	21	1	8	9	1	3
isogroup43264	75	14	3	14	21	5
isogroup43265	148	24	8	29	3	8
isogroup43268	113	51	546	7	1	0
isogroup43269	485	17	104	171	29	90
isogroup43272	14	2	4	6	3	0
isogroup43274	2	1	0	1	0	0
isogroup43275	10	8	16	3	2	0
isogroup43277	261	22	70	47	37	29
isogroup43278	202	7	38	70	23	30
isogroup43284	2499	92	333	201	256	253
isogroup43285	47	0	3	3	3	5
isogroup43287	14	3	1	1	3	0
isogroup43289	178	21	55	45	22	14
isogroup43290	115	7	28	19	11	8
isogroup43291	75	5	20	11	3	6
isogroup43294	93	10	30	10	8	13
isogroup43295	1	0	2	4	0	0
isogroup43296	94	10	23	20	23	10
isogroup43298	4	0	2	8	6	0
isogroup433	5	1	0	3	2	0
isogroup43300	130	8	18	29	17	20
isogroup43302	101	1	28	21	9	2
isogroup43303	470	24	117	82	43	37
isogroup43305	481	18	132	46	40	37
isogroup43310	18	0	4	2	2	0
isogroup43311	4	0	2	1	0	0
isogroup43313	858	24	678	208	87	95
isogroup43315	1	4	0	0	0	0
isogroup43317	118	5	25	30	7	1
isogroup43318	570	7	118	14	46	6
isogroup43319	698	16	228	242	125	93
isogroup4332	7	0	7	6	3	7
isogroup43322	289	49	109	69	45	19
isogroup43323	98	18	7	24	14	13
isogroup43327	240	11	27	31	7	11
isogroup43330	1018	33	271	352	114	107
isogroup43331	28	0	1	7	1	0
isogroup43333	10	0	12	2	7	1
isogroup43334	0	0	0	0	0	0
isogroup43336	9	0	11	10	0	0
isogroup43338	86	11	19	9	5	4
isogroup43340	469	27	31	18	27	19
isogroup43341	239	58	48	54	24	15
isogroup43342	0	0	0	0	0	0
isogroup43343	30	0	2	6	11	5
isogroup43345	7	0	0	2	4	0
isogroup43346	7	0	7	8	2	5
